tu	callee	size	linkage	selection	nparams	varargs	leaf	index	nmax	sites	survived	predicted	observed	verdict
src/lazer/meta_ham/CalibrationPanel.cpp	??1UIPanel@@UAA@XZ	240	EXTERNAL	ANY	1	0	1	232	0	2	1	DECLINED	DECLINED	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	?StaticClassName@UIPanel@@SA?AVSymbol@@XZ	128	EXTERNAL	ANY	0	0	1	124	0	1	1	DECLINED	DECLINED	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	?Load@UIPanel@@UAAXAAVBinStream@@@Z	20	EXTERNAL	ANY	2	0	0	8	inf	2	1	INLINED-ALL	DECLINED	MISS
src/lazer/meta_ham/CalibrationPanel.cpp	?LoadedDir@UIPanel@@QAAPAVPanelDir@@XZ	8	EXTERNAL	ANY	1	0	1	0	inf	3	0	INLINED-ALL	INLINED-ALL	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	?StartAudio@CalibrationPanel@@QAAXXZ	172	EXTERNAL	NODUPLICATES	1	0	0	172	0	1	1	DECLINED	DECLINED	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	?GetAudioTimeMs@CalibrationPanel@@ABAMXZ	112	EXTERNAL	NODUPLICATES	1	0	0	112	0	1	1	DECLINED	DECLINED	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	?UpdateStream@CalibrationPanel@@AAAXXZ	116	EXTERNAL	NODUPLICATES	1	0	0	116	0	1	1	DECLINED	DECLINED	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	?size@?$vector@HV?$StlNodeAlloc@H@stlpmtx_std@@@stlpmtx_std@@QBAIXZ	20	EXTERNAL	ANY	1	0	1	12	inf	4	0	INLINED-ALL	INLINED-ALL	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	?begin@?$vector@HV?$StlNodeAlloc@H@stlpmtx_std@@@stlpmtx_std@@QAAPAHXZ	8	EXTERNAL	ANY	1	0	1	0	inf	3	0	INLINED-ALL	INLINED-ALL	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	?begin@?$vector@HV?$StlNodeAlloc@H@stlpmtx_std@@@stlpmtx_std@@QBAPBHXZ	8	EXTERNAL	ANY	1	0	1	0	inf	1	0	INLINED-ALL	INLINED-ALL	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	?end@?$vector@HV?$StlNodeAlloc@H@stlpmtx_std@@@stlpmtx_std@@QAAPAHXZ	8	EXTERNAL	ANY	1	0	1	0	inf	2	0	INLINED-ALL	INLINED-ALL	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	?deallocate@?$StlNodeAlloc@H@stlpmtx_std@@QBAXPAHI@Z	128	EXTERNAL	ANY	3	0	0	112	0	2	1	DECLINED	DECLINED	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	??0?$reverse_iterator@PAH@stlpmtx_std@@QAA@PAH@Z	8	EXTERNAL	ANY	2	0	1	-4	inf	2	0	INLINED-ALL	INLINED-ALL	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	??$MakeString@$$BY0BG@$$CBDH$$BY0L@$$CBD@@YAPBDPBDAAY0BG@$$CBDABHAAY0L@$$CBD@Z	88	EXTERNAL	ANY	4	0	0	68	0	1	1	DECLINED	DECLINED	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	??$MakeString@$$BY0CI@$$CBDH$$BY0DK@$$CBD@@YAPBDPBDAAY0CI@$$CBDABHAAY0DK@$$CBD@Z	88	EXTERNAL	ANY	4	0	0	68	0	1	1	DECLINED	DECLINED	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	??$MakeString@$$BY0CI@$$CBDH$$BY07$$CBD@@YAPBDPBDAAY0CI@$$CBDABHAAY07$$CBD@Z	88	EXTERNAL	ANY	4	0	0	68	0	1	1	DECLINED	DECLINED	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	??$_Copy_Construct@H@stlpmtx_std@@YAXPAHABH@Z	20	EXTERNAL	ANY	2	0	1	8	inf	1	0	INLINED-ALL	INLINED-ALL	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	??$__copy_ptrs@PAHPAH@stlpmtx_std@@YAPAHPAH00ABU__true_type@0@@Z	68	EXTERNAL	ANY	4	0	0	48	inf	1	0	INLINED-ALL	INLINED-ALL	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	?_M_set@?$vector@HV?$StlNodeAlloc@H@stlpmtx_std@@@stlpmtx_std@@IAAXPAH00@Z	16	EXTERNAL	ANY	4	0	1	-4	inf	1	0	INLINED-ALL	INLINED-ALL	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	?allocate@?$StlNodeAlloc@H@stlpmtx_std@@QBAPAHIPBX@Z	112	EXTERNAL	ANY	3	0	0	96	0	1	1	DECLINED	DECLINED	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	??0?$reverse_iterator@PAH@stlpmtx_std@@QAA@ABV01@@Z	12	EXTERNAL	ANY	2	0	1	0	inf	2	0	INLINED-ALL	INLINED-ALL	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	??$max@I@stlpmtx_std@@YAABIABI0@Z	24	EXTERNAL	ANY	2	0	1	12	inf	1	0	INLINED-ALL	INLINED-ALL	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	??$__fill_n@PAHIH@stlpmtx_std@@YAPAHPAHIABH@Z	32	EXTERNAL	ANY	3	0	1	16	inf	1	0	INLINED-ALL	INLINED-ALL	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	??$MakeString@PBDPBD@@YAPBDPBDABQBD1@Z	100	EXTERNAL	ANY	3	0	0	84	0	1	1	DECLINED	DECLINED	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	??_DUIPanel@@QAAXXZ	56	EXTERNAL	ANY	1	0	0	48	inf	1	0	INLINED-ALL	INLINED-ALL	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	?Release@DataArray@@QAAXXZ	144	EXTERNAL	ANY	1	0	0	136	0	2	1	DECLINED	DECLINED	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	?SplitMs@Timer@@QAAMXZ	124	EXTERNAL	ANY	1	0	1	116	0	1	1	DECLINED	DECLINED	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	?ClassName@UIPanel@@UBA?AVSymbol@@XZ	48	EXTERNAL	ANY	1	0	0	40	inf	1	1	INLINED-ALL	DECLINED	MISS
src/lazer/meta_ham/CalibrationPanel.cpp	?SetType@UIPanel@@UAAXVSymbol@@@Z	368	EXTERNAL	ANY	2	0	0	356	0	1	1	DECLINED	DECLINED	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	?Handle@CalibrationPanel@@UAA?AVDataNode@@PAVDataArray@@_N@Z	500	EXTERNAL	NODUPLICATES	3	0	1	492	0	1	1	DECLINED	DECLINED	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	?InitializeContent@CalibrationPanel@@QAAXXZ	268	EXTERNAL	NODUPLICATES	1	0	0	268	0	1	1	DECLINED	DECLINED	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	??A?$vector@HV?$StlNodeAlloc@H@stlpmtx_std@@@stlpmtx_std@@QAAAAHI@Z	16	EXTERNAL	ANY	2	0	1	4	inf	1	0	INLINED-ALL	INLINED-ALL	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	?rbegin@?$vector@HV?$StlNodeAlloc@H@stlpmtx_std@@@stlpmtx_std@@QAA?AV?$reverse_iterator@PAH@2@XZ	12	EXTERNAL	ANY	1	0	1	4	inf	2	0	INLINED-ALL	INLINED-ALL	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	?rend@?$vector@HV?$StlNodeAlloc@H@stlpmtx_std@@@stlpmtx_std@@QAA?AV?$reverse_iterator@PAH@2@XZ	12	EXTERNAL	ANY	1	0	1	4	inf	2	0	INLINED-ALL	INLINED-ALL	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	??1?$_Vector_base@HV?$StlNodeAlloc@H@stlpmtx_std@@@stlpmtx_std@@QAA@XZ	36	EXTERNAL	ANY	1	0	0	28	inf	1	0	INLINED-ALL	INLINED-ALL	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	??0?$_STLP_alloc_proxy@PAHHV?$StlNodeAlloc@H@stlpmtx_std@@@stlpmtx_std@@QAA@ABV?$StlNodeAlloc@H@1@PAH@Z	8	EXTERNAL	ANY	3	0	1	-8	inf	1	0	INLINED-ALL	INLINED-ALL	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	??$Find@VRndGroup@@@ObjectDir@@QAAPAVRndGroup@@PBD_N@Z	232	EXTERNAL	ANY	3	0	0	216	0	3	1	DECLINED	DECLINED	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	??$__destroy_range@V?$reverse_iterator@PAH@stlpmtx_std@@H@stlpmtx_std@@YAXV?$reverse_iterator@PAH@0@0PAH@Z	4	EXTERNAL	ANY	3	0	1	-12	inf	1	0	INLINED-ALL	INLINED-ALL	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	?UpdateAnimation@CalibrationPanel@@AAAXXZ	236	EXTERNAL	NODUPLICATES	1	0	0	236	0	1	1	DECLINED	DECLINED	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	??0?$_Vector_base@HV?$StlNodeAlloc@H@stlpmtx_std@@@stlpmtx_std@@QAA@ABV?$StlNodeAlloc@H@1@@Z	20	EXTERNAL	ANY	2	0	1	8	inf	1	0	INLINED-ALL	INLINED-ALL	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	??$_Destroy_Range@V?$reverse_iterator@PAH@stlpmtx_std@@@stlpmtx_std@@YAXV?$reverse_iterator@PAH@0@0@Z	4	EXTERNAL	ANY	2	0	1	-8	inf	2	0	INLINED-ALL	INLINED-ALL	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	?_M_clear@?$vector@HV?$StlNodeAlloc@H@stlpmtx_std@@@stlpmtx_std@@IAAXXZ	28	EXTERNAL	ANY	1	0	0	20	inf	1	0	INLINED-ALL	INLINED-ALL	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	?Handle@CalibrationOffsetProvider@@UAA?AVDataNode@@PAVDataArray@@_N@Z	500	EXTERNAL	NODUPLICATES	3	0	1	492	0	1	1	DECLINED	DECLINED	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	?_M_erase@?$vector@HV?$StlNodeAlloc@H@stlpmtx_std@@@stlpmtx_std@@IAAPAHPAH0ABU__false_type@2@@Z	76	EXTERNAL	ANY	4	0	0	56	inf	1	0	INLINED-ALL	INLINED-ALL	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	?_M_insert_overflow@?$vector@HV?$StlNodeAlloc@H@stlpmtx_std@@@stlpmtx_std@@IAAXPAHABHABU__true_type@2@I_N@Z	248	EXTERNAL	ANY	6	0	0	220	0	1	1	DECLINED	DECLINED	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	?StaticClassName@Object@Hmx@@SA?AVSymbol@@XZ	128	EXTERNAL	ANY	0	0	1	124	0	1	1	DECLINED	DECLINED	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	??1CalibrationOffsetProvider@@UAA@XZ	204	EXTERNAL	ANY	1	0	1	196	0	1	1	DECLINED	DECLINED	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	?StaticClassName@CalibrationPanel@@SA?AVSymbol@@XZ	128	EXTERNAL	ANY	0	0	1	124	0	1	1	DECLINED	DECLINED	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	?ClassName@CalibrationPanel@@UBA?AVSymbol@@XZ	48	EXTERNAL	ANY	1	0	0	40	inf	1	1	INLINED-ALL	DECLINED	MISS
src/lazer/meta_ham/CalibrationPanel.cpp	?SetType@CalibrationPanel@@UAAXVSymbol@@@Z	368	EXTERNAL	ANY	2	0	0	356	0	1	1	DECLINED	DECLINED	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	?push_back@?$vector@HV?$StlNodeAlloc@H@stlpmtx_std@@@stlpmtx_std@@QAAXABH@Z	112	EXTERNAL	ANY	2	0	0	100	0	1	1	DECLINED	DECLINED	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	?erase@?$vector@HV?$StlNodeAlloc@H@stlpmtx_std@@@stlpmtx_std@@QAAPAHPAH0@Z	84	EXTERNAL	ANY	3	0	0	68	0	1	1	DECLINED	DECLINED	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	?clear@?$vector@HV?$StlNodeAlloc@H@stlpmtx_std@@@stlpmtx_std@@QAAXXZ	12	EXTERNAL	ANY	1	0	0	4	inf	2	0	INLINED-ALL	INLINED-ALL	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	??1CalibrationPanel@@UAA@XZ	204	EXTERNAL	NODUPLICATES	1	0	1	204	0	1	1	DECLINED	DECLINED	HIT
src/lazer/meta_ham/CalibrationPanel.cpp	??_DCalibrationPanel@@QAAXXZ	56	EXTERNAL	ANY	1	0	0	48	inf	1	0	INLINED-ALL	INLINED-ALL	HIT
src/system/synth_xbox/MeterEffect.cpp	??1?$CSampleXAPOBase@VMeterEffect@@UMeterEffectParams@@@ATG@@MAA@XZ	28	EXTERNAL	ANY	1	0	0	20	inf	2	0	INLINED-ALL	INLINED-ALL	HIT
src/system/synth_xbox/MeterEffect.cpp	??1MeterEffect@@UAA@XZ	28	EXTERNAL	ANY	1	0	0	20	inf	1	0	INLINED-ALL	INLINED-ALL	HIT
src/system/os/AsyncFile.cpp	?Null@Symbol@@QBA_NXZ	28	EXTERNAL	ANY	1	0	1	20	inf	1	0	INLINED-ALL	INLINED-ALL	HIT
src/system/os/AsyncFile.cpp	?c_str@FixedString@@QBAPBDXZ	8	EXTERNAL	ANY	1	0	1	0	inf	3	0	INLINED-ALL	INLINED-ALL	HIT
src/system/os/AsyncFile.cpp	??1File@@UAA@XZ	16	EXTERNAL	ANY	1	0	1	8	inf	1	0	INLINED-ALL	INLINED-ALL	HIT
src/system/os/AsyncFile.cpp	??6DebugFailer@@QAAXPBD@Z	16	EXTERNAL	ANY	2	0	0	4	inf	6	0	INLINED-ALL	INLINED-ALL	HIT
src/system/os/AsyncFile.cpp	?EndianSwapEq@@YAXAAI@Z	40	EXTERNAL	ANY	1	0	1	32	inf	1	0	INLINED-ALL	INLINED-ALL	HIT
src/system/os/AsyncFile.cpp	??1AsyncFile@@UAA@XZ	136	EXTERNAL	NODUPLICATES	1	0	1	136	0	1	1	DECLINED	DECLINED	HIT
src/system/os/AsyncFile.cpp	??$MakeString@$$BY0BM@$$CBDH$$BY0M@$$CBD@@YAPBDPBDAAY0BM@$$CBDABHAAY0M@$$CBD@Z	88	EXTERNAL	ANY	4	0	0	68	0	3	1	DECLINED	DECLINED	HIT
src/system/os/AsyncFile.cpp	??$MakeString@$$BY0BM@$$CBDH$$BY0BH@$$CBD@@YAPBDPBDAAY0BM@$$CBDABHAAY0BH@$$CBD@Z	88	EXTERNAL	ANY	4	0	0	68	0	1	1	DECLINED	DECLINED	HIT
src/system/os/AsyncFile.cpp	??$MakeString@$$BY0BM@$$CBDH$$BY0BI@$$CBD@@YAPBDPBDAAY0BM@$$CBDABHAAY0BI@$$CBD@Z	88	EXTERNAL	ANY	4	0	0	68	0	1	1	DECLINED	DECLINED	HIT
src/system/os/AsyncFile.cpp	??$Min@I@@YAIII@Z	16	EXTERNAL	ANY	2	0	1	4	inf	1	0	INLINED-ALL	INLINED-ALL	HIT
src/system/os/AsyncFile.cpp	??$MakeString@$$BY0BM@$$CBDH$$BY0FD@$$CBD@@YAPBDPBDAAY0BM@$$CBDABHAAY0FD@$$CBD@Z	88	EXTERNAL	ANY	4	0	0	68	0	1	1	DECLINED	DECLINED	HIT
src/system/os/AsyncFile.cpp	?FillBuffer@AsyncFile@@IAAXXZ	172	EXTERNAL	NODUPLICATES	1	0	0	172	0	3	1	DECLINED	DECLINED	HIT
src/system/midi/MidiParserMgr.cpp	?Str@Symbol@@QBAPBDXZ	8	EXTERNAL	ANY	1	0	1	0	inf	1	0	INLINED-ALL	INLINED-ALL	HIT
src/system/midi/MidiParserMgr.cpp	?Null@Symbol@@QBA_NXZ	28	EXTERNAL	ANY	1	0	1	20	inf	2	0	INLINED-ALL	INLINED-ALL	HIT
src/system/midi/MidiParserMgr.cpp	??8Symbol@@QBA_NABV0@@Z	24	EXTERNAL	ANY	2	0	1	12	inf	10	0	INLINED-ALL	INLINED-ALL	HIT
src/system/midi/MidiParserMgr.cpp	??8Symbol@@QBA_NPBD@Z	88	EXTERNAL	ANY	2	0	1	76	0	1	1	DECLINED	DECLINED	HIT
src/system/midi/MidiParserMgr.cpp	?__copy_trivial@stlpmtx_std@@YAPAXPBX0PAX@Z	68	EXTERNAL	ANY	3	0	0	52	inf	3	0	INLINED-ALL	INLINED-ALL	HIT
src/system/midi/MidiParserMgr.cpp	?__copy_trivial_backward@stlpmtx_std@@YAPAXPBX0PAX@Z	32	EXTERNAL	ANY	3	0	0	16	inf	1	0	INLINED-ALL	INLINED-ALL	HIT
src/system/midi/MidiParserMgr.cpp	??0exception@std@@QAA@XZ	28	EXTERNAL	ANY	1	0	1	20	inf	1	0	INLINED-ALL	INLINED-ALL	HIT
src/system/midi/MidiParserMgr.cpp	??0exception@std@@QAA@PBD_N@Z	24	EXTERNAL	ANY	3	0	1	8	inf	1	0	INLINED-ALL	INLINED-ALL	HIT
src/system/midi/MidiParserMgr.cpp	??1exception@std@@UAA@XZ	84	EXTERNAL	ANY	1	0	0	76	0	3	1	DECLINED	DECLINED	HIT
src/system/midi/MidiParserMgr.cpp	??0bad_alloc@std@@QAA@XZ	36	EXTERNAL	ANY	1	0	1	28	inf	1	0	INLINED-ALL	INLINED-ALL	HIT
