# CONFORMANCE TABLE -- c2's inline decision function, clause by clause.
# Lane w-inlmetric. Source: docs/whitebox/ref/P_INLINE.md SS1-SS2 +
# docs/whitebox/WB_INLINE_FINDINGS.md SS1-SS2.4. Frozen by work/w-inlmetric/PREREG.md SS1.
#
# ADDRESS REPAIR, lane w-clausefix 2026-08-28, under work/w-clausefix/PREREG.md.
# TEN of the 24 `addr` cells did not name the instruction their `clause` names:
#   C2 C3 C4 C14 C16 C17 C18 C19  -- mid-instruction, found by the ALIGN check
#   C10 C15                       -- ALIGNED, in the right function, WRONG
#                                    instruction; no alignment check can see
#                                    this class, which is why `asm` exists.
# Only the `addr` column moved, plus the additive `asm` column. No clause, owner,
# state, witness, exercised or note cell was touched, and the split is unchanged
# at absent 17 / fitted 2 / R-derived 2 / unexercisable 3 over 24 rows
# (reachable denominator 21).
#
# THIS IS A PROGRESS INSTRUMENT, NEVER A GATE (docs/FUNCTION_BYTE_MATCH.md SS0).
# It licenses no emit. Nothing here enters crates/.
#
# addr        the c2 VA the clause is read at, in c2.dll sha256 c80981c0..a66258.
#             MECHANICALLY CHECKED by work/w-inlmetric/check_table.py, three ways:
#             (1) ADDRESS -- inside the FUNCS.tsv extent of `owner`;
#             (2) ALIGN   -- starts an instruction, per the INDEPENDENT objdump
#                            listing (not the Ghidra database the addrs came from);
#             (3) DECODE  -- the instruction there is the one `asm` records.
# owner       the function the page claims the addr is in. A mismatch is RED.
# asm         the objdump `-M intel` text at `addr`, runs of blanks collapsed.
#             It PINS THE ADDRESS TO A DECODE. It does NOT verify the clause --
#             for the four rows whose clause cites a function ENTRY (C1, C5/C6,
#             C20, C21) the witness is `push ebp`, which is weak ON PURPOSE and
#             is recorded here so nobody reads DECODE-GREEN as clause-confirmed.
# state       R-derived | fitted | absent | unexercisable
#               R-derived     the port's counterpart is derived from the same
#                             field/fact c2 tests, with a DISCLOSURE-grade trail.
#               fitted        a counterpart exists and is a black-box FIT, not
#                             a reading of this clause.
#               absent        no counterpart in crates/. Ties break HERE (PREREG SS5).
#               unexercisable no compilation this project runs can reach the
#                             clause, so `absent` would mis-read it.
# witness     path:token  (verified present)  |  none:<token-that-must-be-ABSENT>
# exercised   yes | no | not-separable | unexercisable  -- by the 878-TU workload,
#             measured on the 100-TU hold-out's 8,936 graded callees where possible.
#
# ==========================================================================
# READ COLUMNS, lane w-inlclause 2026-08-29, under work/w-inlclause/PREREG.md.
# Board #3796-#3801. Graded by work/w-inlclause/read_state.py.
#
# `state` says whether the PORT has a counterpart. It says nothing about
# whether THIS PROJECT has read the clause well enough to build one, and on
# 2026-08-29 all fifteen `absent` rows were carrying one word for two
# situations a reader would act on differently:
#
#     "nobody has read this"                   -> a read is the next step
#     "it is read and the port cannot use it"  -> a read buys nothing
#
# THE ANSWER IS 13 UNADOPTED TO 2 UNREAD, not the large unread column the
# word `absent` suggests. Measured by work/w-inlclause/read_scan.py, which
# greps a frozen corpus of PROSE reads for the addresses that PIN each clause
# -- which for eight of the fifteen is NOT the address the row cites.
#
# read        R1 | R2 | R3, orthogonal to `state`.
#               R1  READ AND DERIVABLE. An address-cited read exists from
#                   which a port counterpart could be written today with every
#                   field carrying a PROV[R] address.
#               R2  READ, NOT DERIVABLE. A read exists and a NAMED link
#                   between c2's quantity and anything crates/ can compute is
#                   missing. `blocker` names it.
#               R3  UNREAD. Nothing in the corpus reads the clause beyond
#                   restating it. R3 is NOT CHEAP: a universal negative over a
#                   corpus is the easiest thing here to assert and the hardest
#                   to check, so every R3 row owes a recorded search in
#                   work/w-inlclause/UNREAD_EVIDENCE.md.
#             Ties break AWAY from R1 -- it is the only value that licenses an
#             adoption. THERE ARE NO R3 ROWS ON THIS TREE; C5 and C6 were the
#             two, and w-inlclause read them (IMAGE_READ.md SS3-SS4).
# readcite    path#anchor. The path must exist and the anchor must be present
#             in it. `-` only for R3.
# blocker     R1: none (adoptable) | emit-change (derivable, out of a
#             byte-neutral lane's scope).   R2: the missing link, and FOUR of
#             the six R2 rows name the SAME one -- `no-instr-count`, the port
#             has no pre-codegen instruction count. That is one missing link,
#             not six reasons.   unexercisable rows: n-a.
#
# THE SPLIT MOVED, absent 15 -> 12 / R-derived 4 -> 7, and only two of the
# three moves were conversions in the usual sense:
#   C14, C18   STALE. The port has carried counterparts since w-inlbudget
#              (2026-08-28) -- INLINE_LEVEL_DEPTH_CAP and
#              INLINE_CHARGE_EXEMPT_MAX, both PROV[R] at these rows' own
#              addresses, and that rung names C14 and C18 in those words. The
#              rows stayed `absent` because the ABSENCE screen checks ONE
#              SPELLING: it is a NAME screen in the direction #3641 declares
#              (a mention read as a counterpart) AND in the direction nobody
#              had declared -- A COUNTERPART ADOPTED UNDER A DIFFERENT NAME IS
#              INVISIBLE TO IT. C3 and C19 only converted last wave because
#              the adopting lane happened to choose colliding tokens.
#   C15        A real adoption, w-inlclause, byte-neutral by construction.
# ==========================================================================
#
id	clause	addr	owner	state	witness	exercised	note	asm	read	readcite	blocker	wgloss	egloss	cites
C14	depth cap: 0x10 < level - DAT_10c3f50c => decline (16 levels)	10b60a1c	10b60930	R-derived	crates/c2-core/src/splice.rs:INLINE_LEVEL_DEPTH_CAP	no	STALE, not unconverted: w-inlbudget adopted this as INLINE_LEVEL_DEPTH_CAP + declines_at_depth and the rung named it C14; the row cited a DIFFERENT SPELLING, which the ABSENCE screen cannot see	cmp ecx,0x10	R1	work/w-clausefix/REPAIRS.md#0x10b60a1c	none	-	— no cell nests 16 deep	crates/c2-core/src/splice.rs
C15	maxlevel != 0xff && maxlevel < level => decline	10b60a2f	10b60930	R-derived	crates/c2-core/src/splice.rs:INLINE_MAXLEVEL_UNBOUNDED	no	adopted by w-inlclause, byte-neutral BY CONSTRUCTION: the 0xff guard makes both arms vacuous and #pragma inline_depth is in 0 of 100 hold-out TUs. A SECOND arm at 0x10b60a21 (level-base > maxlevel) is covered by NO row of these 24	cmp edx,0xff	R1	work/w-clausefix/REPAIRS.md#0x10b60a2f	none	-	— `#pragma inline_depth` in 0/100 TUs	crates/c2-core/src/splice.rs, crates/c2-harness/tests/clause_table.rs
C16	caller-huge decline: 35000 < DAT_10c3f5cc	10b60a63	10b60930	absent	none:CALLER_HUGE	no	would need a caller of 35,000 instructions	cmp DWORD PTR ds:0x10c3f5cc,0x88b8	R2	work/w-clausefix/REPAIRS.md#0x10b60a63	no-instr-count	-	-	-
C17	budget accept/decline: budget < instrs && instrs > 0x28 => DECLINE	10b60a73	10b60930	absent	none:budget_decline	not-separable	F7 again: the budget is not reachable from the flag/size space anyone has swept	cmp DWORD PTR [ebp+0x10],eax	R2	work/w-clausefix/REPAIRS.md#0x10b60a73	no-instr-count	-	(F7)	-
C18	the 40-instruction test, SECOND copy: cmp WORD [callee+0x50], 0x28	10b625b6	10b6242a	R-derived	crates/c2-core/src/splice.rs:INLINE_CHARGE_EXEMPT_MAX	not-separable	STALE like C14: BudgetModel::charge tests callee_instrs > 40 at this very cmp, and INLINE_CHARGE_EXEMPT_MAX's PROV[R] cites 0x10b625b6. Same witness as C19 -- one constant, two clauses	cmp eax,0x28	R1	work/w-inlbudget/IMAGE_READ.md#0x10b625b6	none	-	-	crates/c2-core/src/splice.rs
C19	the charge: *budget -= WORD[callee+0x50]; DAT_10c3f5cc += same	10b625bb	10b6242a	R-derived	crates/c2-core/src/splice.rs:INLINE_CHARGE_EXEMPT_MAX	not-separable	nothing in the port accumulates growth	sub DWORD PTR [edi],eax	R1	work/w-inlbudget/IMAGE_READ.md#0x10b625bb	none	-	-	crates/c2-core/src/splice.rs
C20	the expansion recurses back into the driver for the inlined body	10b620fc	10b620fc	fitted	crates/c2-core/src/splice.rs:S6-chain	yes	#1020: c2 CLOSES THE CHAIN, measured on 150 workload relocation witnesses; the port's splice is a fixpoint too	push ebp	R2	docs/whitebox/ref/P_INLINE.md#0x10b62402	no-instr-count	-	(#1020, 150 witnesses)	-
C21	POGO profitability model, entered only when a profile record exists	10b5fcd8	10b5fcd8	unexercisable	none:pogo_cost_model	unexercisable	no PGO build exists here; /GL and profile-guided appear in 0 dc3 source files	push ebp	R1	work/w-clausefix/REPAIRS.md#0x10b5fcd8	n-a	-	-	-
C22	POGO per-site discount: cost -= (K + cost) / n_sites	10b600c8	10b5fcd8	unexercisable	none:site_discount	unexercisable	inside C21's model; the only site-count arithmetic in the image is this division	mov eax,ds:0x10c3f550	R1	work/w-clausefix/REPAIRS.md#0x10b600c8	n-a	-	-	-
C23	parameter-table selection between DAT_10c45e18 / DAT_10c45ed0	10b5b86d	10b5b86d	unexercisable	none:DAT_10c45e18	unexercisable	both 46-dword tables sit above the image's raw .data: zero at load, written at run time, unquotable	cmp DWORD PTR ds:0x10c6f1c8,0x0	R1	work/w-clausefix/REPAIRS.md#0x10b5b86d	n-a	-	-	crates/c2-harness/src/subsys.rs
C24	the tested quantity WORD [sym+0x50] is the .gl SIZE field, arriving verbatim	10b9bf6c	10b9b8e9	R-derived	crates/c2-il/src/func/gl.rs:GL_SIZE_ESCAPE_PAYLOAD	yes	DISCLOSURE W-GLATTRS-1. The port DECODES the field c2 tests and then DISCARDS it -- read, not consulted	mov WORD PTR [esi+0x50],ax	R1	work/w-clausefix/REPAIRS.md#0x10b9bf6c	none	(`W-GLATTRS-1`)	(99 escaped records)	-
