# virtual-slot false positives, strict+local attribution, dc3 9ad5c4c8, 850 TUs
# tu_count	decorated_name
1	?ContentDone@Callback@ContentMgr@@UAAXXZ
1	?ContentFailed@Callback@ContentMgr@@UAAXPBD@Z
1	?ContentLoaded@Callback@ContentMgr@@UAAXPAVLoader@@W4ContentLocT@@VSymbol@@@Z
1	?ContentMountBegun@Callback@ContentMgr@@UAAXH@Z
1	?ContentMounted@Callback@ContentMgr@@UAAXPBD0@Z
1	?ContentPattern@Callback@ContentMgr@@UAAPBDXZ
1	?ContentStarted@Callback@ContentMgr@@UAAXXZ
1	?ContentTitleDiscovered@Callback@ContentMgr@@UAA_NIVSymbol@@@Z
1	?ContentUnmounted@Callback@ContentMgr@@UAAXPBD@Z
1	?CreateElements@UIListWidget@@UAAXPAVUIList@@H@Z
1	?CurrentShot@CamShot@@UAAPAV1@XZ
1	?Custom@UIListProvider@@UBAXHHPAVUIListCustom@@PAVObject@Hmx@@@Z
1	?DataIndex@VenueProvider@@UBAHVSymbol@@@Z
1	?DoPost@PostProcessor@@UAAXXZ
1	?Draw@MovieImpl@@UAAXXZ
1	?Draw@UIListWidget@@UAAXABUUIListWidgetDrawState@@ABVUIListState@@ABVTransform@@W4State@UIComponent@@PAVBox@@W4DrawCommand@@@Z
1	?DrawHighlightMat@RndShaderMgr@@UAAPAVRndMat@@XZ
1	?DrawPreClear@RndDrawable@@UAAXXZ
1	?DrawRectMat@RndShaderMgr@@UAAPAVRndMat@@XZ
1	?DrawScale@CameraInput@@UBAMXZ
1	?Enabled@DOFProc@@UBA_NXZ
1	?End@MovieImpl@@UAAXXZ
1	?EndAnim@RndAnimatable@@UAAXXZ
1	?EndAnim@RndPropAnim@@UAAXXZ
1	?EndFrame@PropKeys@@UAAMXZ
1	?EndWorld@PostProcessor@@UAAXXZ
1	?Enter@PhysicsManager@@UAAXXZ
1	?Eof@MemStream@@UAA?AW4EofType@@XZ
1	?Export@Object@Hmx@@UAAXPAVDataArray@@_N@Z
1	?Fail@BufStream@@UAA_NXZ
1	?Fail@Stream@@UAA_NXZ
1	?FailedLoading@Callback@Loader@@UAAXPAV2@@Z
1	?Filename@File@@UBA?AVString@@XZ
1	?Fill@UIListWidget@@UAAXABVUIListProvider@@HHH@Z
1	?Filter@MergeFilter@@UAA?AW4Action@1@PAVObject@Hmx@@0PAVObjectDir@@@Z
1	?FilterSubdir@MergeFilter@@UAA?AW4SubdirAction@1@PAVObjectDir@@0@Z
1	?Finalize@TempoMap@@UAAXXZ
1	?FinishLoading@Callback@Loader@@UAAXPAV2@@Z
1	?FocalPlane@DOFProc@@UAAMXZ
1	?FocusIn@UIPanel@@UAAXXZ
1	?FocusOut@UIPanel@@UAAXXZ
1	?FontUnitInverse@RndFont3d@@UBAMXZ
1	?GetDateTime@NavListNode@@UBAPBUDateTime@@XZ
1	?GetExposedProperties@ObjectDir@@UAA?AVDataArrayPtr@@XZ
1	?GetFrame@MovieImpl@@UBAHXZ
1	?GetHxAudio@HamMaster@@UAAPAVHxAudio@@XZ
1	?GetMQSongCharCmp@NavListItemSortCmp@@UBAPBVMQSongCharCmp@@XZ
1	?GetOnlineID@CustomPlaylist@@UAAHXZ
1	?GetPostProcMat@RndShaderMgr@@UAAPAVRndMat@@XZ
1	?GetProjectedBlend@NgEnviron@@UBA?AW4ProjectedBlend@RndLight@@XZ
1	?GetResponseStatusCode@DingoJob@@UAAIXZ
1	?GetSoundDisplayName@SynthPollable@@UAAPBDXZ
1	?GetToken@NavListFunctionNode@@UBA?AVSymbol@@XZ
1	?GetToken@NavListNode@@UBA?AVSymbol@@XZ
1	?GetToken@SongSortNode@@UBA?AVSymbol@@XZ
1	?GetType@NavListShortcutNode@@UBA?AW4NavListNodeType@@XZ
1	?GetType@Playlist@@UBA?AW4PlaylistType@@XZ
1	?Handle@Object@Hmx@@UAA?AVDataNode@@PAVDataArray@@_N@Z
1	?HasContentAltDirs@Callback@ContentMgr@@UAA_NXZ
1	?HasNavList@HamPanel@@UBA_NXZ
1	?HasPointCubeTex@NgEnviron@@UBA_NXZ
1	?InitData@UIListProvider@@UAAXPAVRndDir@@@Z
1	?IsActive@DataProvider@@UBA_NH@Z
1	?IsActive@UIListProvider@@UBA_NH@Z
1	?IsAuthenticating@DingoServer@@UAA_NXZ
1	?IsCorrupt@ContentMgr@@UAA_NVSymbol@@AAPBD@Z
1	?IsDirty@Playlist@@UAA_NXZ
1	?IsFulfilled@Accomplishment@@UBA_NPAVHamProfile@@@Z
1	?IsHidden@UIListProvider@@UBA_NH@Z
1	?IsLoaded@HxMaster@@UAA_NXZ
1	?IsLoaded@Loader@@UBA_NXZ
1	?IsLoading@MovieImpl@@UAA_NXZ
1	?IsOpen@MovieImpl@@UAA_NXZ
1	?IsOverride@CameraInput@@UBA_NXZ
1	?IsPaused@Stream@@UBA_NXZ
1	?IsReady@HxAudio@@UAA_NXZ
1	?IsSafeToDelete@HttpReq@@UBA_NXZ
1	?IsSnappableAtData@UIListProvider@@UBA_NH@Z
1	?IsTracked@ArchiveSkeleton@@UBA_NXZ
1	?IsUsingDolby@Synth@@UBA_NXZ
1	?IsWebSvcRequest@WebSvcRequest@@UBA_NXZ
1	?ListAnimChildren@RndAnimatable@@UBAXAAV?$list@PAVRndAnimatable@@V?$StlNodeAlloc@PAVRndAnimatable@@@stlpmtx_std@@@stlpmtx_std@@@Z
1	?ListDrawChildren@RndDrawable@@UAAXAAV?$list@PAVRndDrawable@@V?$StlNodeAlloc@PAVRndDrawable@@@stlpmtx_std@@@stlpmtx_std@@@Z
1	?LocalizeToken@NavListNode@@UBA_NXZ
1	?LocalizeToken@NavListShortcutNode@@UBA_NXZ
1	?LockThread@MovieImpl@@UAAXXZ
1	?Loop@RndAnimatable@@UAA_NXZ
1	?MaxBlur@DOFProc@@UAAMXZ
1	?MinBlur@DOFProc@@UAAMXZ
1	?MoveOn@PlaylistSortMgr@@UAA?AVSymbol@@XZ
1	?MsPerFrame@MovieImpl@@UBAMXZ
1	?MustFinishBeforeNext@WebSvcRequest@@MAA_NXZ
1	?Name@FileStream@@UBAPBDXZ
1	?NatalToWorld@CameraInput@@UBA_NAAVTransform@@@Z
1	?NeedsEnum@StorePurchaser@@UBA_NXZ
1	?NumData@ChooseProfilePanel@@UBAHXZ
1	?NumData@DataProvider@@UBAHXZ
1	?NumData@MetagameStats@@UBAHXZ
1	?NumFrames@MovieImpl@@UBAHXZ
1	?NumLights_Approx@NgEnviron@@UBAHXZ
1	?NumLights_Point@NgEnviron@@UBAHXZ
1	?NumLights_Proj@NgEnviron@@UBAHXZ
1	?NumLights_Real@NgEnviron@@UBAHXZ
1	?NumLights_Real@RndEnviron@@UBAHXZ
1	?NumVerts@RndMesh@@UBAHXZ
1	?OnAcceptMaps@MidiReceiver@@UAA_NPAVTempoMap@@PAVMeasureMap@@@Z
1	?OnLoadSong@MetaPerformer@@UAAXXZ
1	?OnSelectDone@NavListSortNode@@UAA?AVSymbol@@XZ
1	?OnTempo@MidiReceiver@@UAAXHH@Z
1	?OnTimeSig@MidiReceiver@@UAAXHHH@Z
1	?Poll@Content@@UAAXXZ
1	?Poll@MovieImpl@@UAA_NXZ
1	?Poll@PhysicsManager@@UAAXXZ
1	?Poll@UIListSlotElement@@UAAXXZ
1	?Poll@UIListWidget@@UAAXXZ
1	?PollEnabled@RndPollable@@UBA_NXZ
1	?PostDeviceReset@DxObject@@UAAXXZ
1	?PostLoad@Object@Hmx@@UAAXAAVBinStream@@@Z
1	?PostSave@Object@Hmx@@UAAXAAVBinStream@@@Z
1	?PreDeviceReset@DxObject@@UAAXXZ
1	?PreDraw@UIListProvider@@UBAXHHPAVUIListSlot@@@Z
1	?PreInit@ContentMgr@@UAAXXZ
1	?PreLoad@Object@Hmx@@UAAXAAVBinStream@@@Z
1	?PreLoad@Profile@@UAAXXZ
1	?PreSave@Object@Hmx@@UAAXAAVBinStream@@@Z
1	?Priority@PostProcessor@@UAAMXZ
1	?Provider@UIListProvider@@UBAPAV1@HHPAVUIListSubList@@@Z
1	?QueueMotionBlurObject@RndPostProc@@UAAXPAVRndDrawable@@@Z
1	?Ready@MovieImpl@@UBA_NXZ
1	?RefOwner@TypeProps@@UBAPAVObject@Hmx@@XZ
1	?RemoveKey@PropKeys@@UAAHH@Z
1	?RemoveRange@PropKeys@@UAAHMM@Z
1	?Select@RndTex@@UAAXH@Z
1	?SetADSR@StreamReceiver@@UAAXABVADSRImpl@@@Z
1	?SetBloomColor@RndPostProc@@UAAXXZ
1	?SetCollisionFilter@DetectionVolume@@UAAXW4CollisionFilter@@@Z
1	?SetCookies@HttpReq@@UAAXABV?$map@VString@@V1@U?$less@VString@@@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@$$CBVString@@V1@@stlpmtx_std@@@3@@stlpmtx_std@@@Z
1	?SetCreditsText@UILabel@@UAAXPAVDataArray@@PAVUIListSlot@@@Z
1	?SetDolby@Synth@@UAAX_N0@Z
1	?SetFXSend@StreamReceiver@@UAAXPAVFxSend@@@Z
1	?SetFrame@HamListRibbon@@UAAXMM@Z
1	?SetFrame@PropKeys@@UAAXMMM@Z
1	?SetFxSend@Mic@@UAAXPAVFxSend@@@Z
1	?SetInt@UILabel@@UAAXH_N@Z
1	?SetLightType@RndLight@@UAAXW4Type@1@@Z
1	?SetMidiReader@MidiReceiver@@UAAXPAVMidiReader@@@Z
1	?SetMipMapK@RndTex@@UAAXM@Z
1	?SetOnlineID@Playlist@@UAAXH@Z
1	?SetPaused@MovieImpl@@UAAX_N@Z
1	?SetPaused@UIPanel@@UAAX_N@Z
1	?SetPreFrame@CamShot@@UAAXMM@Z
1	?SetRange@RndLight@@UAAXM@Z
1	?SetType@Object@Hmx@@UAAXVSymbol@@@Z
1	?SetType@PropertyEventProvider@@UAAXVSymbol@@@Z
1	?SetType@SuperEasyRemixer@@UAAXVSymbol@@@Z
1	?SetType@UIList@@UAAXVSymbol@@@Z
1	?SetUserAgent@HttpReq@@UAAXPBD@Z
1	?SetVolume@MovieImpl@@UAAXM@Z
1	?SetWidthHeight@MovieImpl@@UAAXHH@Z
1	?Size@DataArray@@QBAHXZ
1	?SlotColorOverride@UIListProvider@@UBAPAVUIColor@@HHPAVUIListWidget@@PAV2@@Z
1	?SlotElementStateOverride@UIListProvider@@UBA?AW4UIListWidgetState@@HHPAVUIListWidget@@W42@@Z
1	?SnappableAtOrBeforeData@UIListProvider@@UBAHH@Z
1	?SongCacheNeedsWrite@SongMgr@@UBA_NXZ
1	?StartAnim@RndAnimatable@@UAAXXZ
1	?StartFrame@DancerSequence@@UAAMXZ
1	?StartFrame@PropKeys@@UAAMXZ
1	?StartPlayback@Mic@@UAAXXZ
1	?StartScroll@UIListWidget@@UAAXH_N@Z
1	?StartedPlaying@ThreeDSound@@UBA_NXZ
1	?SubList@UIListWidget@@UAAPAVUIList@@H@Z
1	?SymbolAt@PropKeys@@UAAHMAAVSymbol@@@Z
1	?Terminate@ContentMgr@@UAAXXZ
1	?TextToken@UILabel@@UAA?AVSymbol@@XZ
1	?Truncate@File@@UAA_NH@Z
1	?UnlockThread@MovieImpl@@UAAXXZ
1	?Unmount@Content@@UAAXXZ
1	?UpdateOverlay@Callback@RndOverlay@@UAAMPAV2@M@Z
1	?Validate@MovieSys@@UAAXXZ
1	?WriteAsync@File@@UAA_NPBXH@Z
1	?clear@FIFOSampleBuffer@soundtouch@@UAAXXZ
1	?numSamples@FIFOProcessor@soundtouch@@UBAIXZ
1	?receiveSamples@FIFOProcessor@soundtouch@@UAAIPAMI@Z
1	fdimf
