# per-TU sha256 of the predicted set, one column per model
src	NOROOT	M3A	M3	M3B	UNDEC	ALLW	F20_40000	F20_20000
src/lazer/meta_ham/FitnessCalorieSortMgr.cpp	5d88a7c8a1e3d444a0ba71677da1ec02404177bef064d921e6383ef4426c9843	295ed2b8766d521b487747648def97e1633364ece6afb9b03d2213f8c63e5d5a	295ed2b8766d521b487747648def97e1633364ece6afb9b03d2213f8c63e5d5a	5d88a7c8a1e3d444a0ba71677da1ec02404177bef064d921e6383ef4426c9843	5d88a7c8a1e3d444a0ba71677da1ec02404177bef064d921e6383ef4426c9843	40daf6e236d2abe9c139e86cdb51e3e9c8850016753d0931523eb49219008cd0	07430d9535d6d7d0f84c75d69f26b1ce7f808d83cb69d776f9b2669fb65c699a	defd6ff216511991a2c84d2621a7f84e29dfb0743a0b264156e8e360031ac92a
src/lazer/meta_ham/HamSongMetadata.cpp	97a1f0687b38e3511cfd6585c8594fb0cb6e036df72b86c20464dd169d050e9f	f3fa5c56fe364ccd59a4fc84eb882f8e7d56257dd6d412b5ee9abbeb825986b2	f3fa5c56fe364ccd59a4fc84eb882f8e7d56257dd6d412b5ee9abbeb825986b2	97a1f0687b38e3511cfd6585c8594fb0cb6e036df72b86c20464dd169d050e9f	97a1f0687b38e3511cfd6585c8594fb0cb6e036df72b86c20464dd169d050e9f	d3291240411bc0a465861b747c85329721d9d6a7308bf3e97ea29a764ff9387e	3c8720bd775b131c0e41ced32fc76c1d1c487c783d4f836b430c124d5761ea9e	11a73fbac5ef5d52b3e50fe1beaa4c4b292f5fe7b95e5044dac6345098b9aee8
src/lazer/meta_ham/HamStoreFilterProvider.cpp	9a8475d8ca634380749e08cf43601c4521cfc8d20dbfe9e86735be642b60935c	07af88ae15ad2b06732775c2fcd70f75b8e6bc072ce20bfc56ea1aecd43c475f	07af88ae15ad2b06732775c2fcd70f75b8e6bc072ce20bfc56ea1aecd43c475f	9a8475d8ca634380749e08cf43601c4521cfc8d20dbfe9e86735be642b60935c	9a8475d8ca634380749e08cf43601c4521cfc8d20dbfe9e86735be642b60935c	b97828f96e893a035f787b9c86f63c77bb2518cf3699ef5e3b2ca88ca903831f	2b9a0c2c646195c0901e7f49dbf704e9c5651d99b5df3a5c00a522577b6edb02	2fc7f87fb5d65e8edb1c556df1c230854b05b05dbe964c83652b17b53c84c6df
src/lazer/meta_ham/LockedContentPanel.cpp	5c28d1c6fc927e8c24307850a05b967eec824ec57bed68193627094476a5bbb7	ec60c5f082287c6abab14151632ce8de8218f5bd1bd6abe8a4503eae047629f0	ec60c5f082287c6abab14151632ce8de8218f5bd1bd6abe8a4503eae047629f0	5c28d1c6fc927e8c24307850a05b967eec824ec57bed68193627094476a5bbb7	5c28d1c6fc927e8c24307850a05b967eec824ec57bed68193627094476a5bbb7	b838817c6f8e929a7d0e94ee57b4c748d34bf3d55b39f37b870f95e8a677eb41	cfa4998ae4fbf28ad2802b4b7ea2c63c8d2ef2d01a7e3a0677e5f48f51edbce6	d98e4985876639704f37e7a7dc46c9da9c6aa3c34559a2d54eed7c8b98076644
src/lazer/meta_ham/MQSongSortMgr.cpp	abb2cb4fd1a7f69c06352df47599edcbba335de2e6ae3b276c35a31999b338f8	261b3d065e8305f24766f044c560d9fd2d7812753ea764ab0b86ab8cf8a32770	261b3d065e8305f24766f044c560d9fd2d7812753ea764ab0b86ab8cf8a32770	abb2cb4fd1a7f69c06352df47599edcbba335de2e6ae3b276c35a31999b338f8	abb2cb4fd1a7f69c06352df47599edcbba335de2e6ae3b276c35a31999b338f8	a668accc9f38995fffd280446cd8ec8e8f6287e12df54c57239d328b2a7d8cfc	8592436fa0c5177e1f00fe2c3945edd5a3d472b30e808b2785af880aca389020	5c95094c215d0e5da72530a15341863767c7ebd842394377ccb40918dd23644d
src/lazer/meta_ham/MQSongSortNode.cpp	449cb9ef677ad5ae523f3c38a8ae431cbd33bce455dd78df26559d1af5cbd49c	1a74e40237cc47eb920af87f285e25d685b6bd9dffd528ae504e1cbb455199be	1a74e40237cc47eb920af87f285e25d685b6bd9dffd528ae504e1cbb455199be	449cb9ef677ad5ae523f3c38a8ae431cbd33bce455dd78df26559d1af5cbd49c	449cb9ef677ad5ae523f3c38a8ae431cbd33bce455dd78df26559d1af5cbd49c	960a8457ba74b6887c9040430d514ff3b396bed21d8c645ab39b9c27afcaea8e	c8e4f6022a5a6abf42ccae57e3555274431747c7771bf864072da90fd447be45	fda5ebffcf9caa485fdd4d38dba9a38eb32c6851a005ce833f6f00166cce5ebb
src/lazer/meta_ham/MainMenuProvider.cpp	fbc7c9f1cc7d7092e198a12d5ecdb1fa1c52c2dac38cace5fd5f6fb7c7a26b13	ffa6f56cbf36807d546142ac05b4933959bf2a492fd76be32086e1ff103a524f	ffa6f56cbf36807d546142ac05b4933959bf2a492fd76be32086e1ff103a524f	fbc7c9f1cc7d7092e198a12d5ecdb1fa1c52c2dac38cace5fd5f6fb7c7a26b13	fbc7c9f1cc7d7092e198a12d5ecdb1fa1c52c2dac38cace5fd5f6fb7c7a26b13	52e91bdf69b92b040bbe6df118f93fb35795505b3ce97d03e75c2dc009d7ff82	d00c5d0cd3db27f8ecc36d2cf4456ddefe492f465d7cba9a6f216a2c1efd27f4	bd23ccb992651e07f446d9257a03ff919c58a068f0afd6bd474df1f55e773312
src/lazer/meta_ham/MetaPerformer.cpp	796cb49f8e48ae4e135ba77c1be3bac68a0f954f3cd7d51121cb1f6c0f46686a	319a866c7beab159290f6fc60284d4853ccfd90e1e9bea767811d7c95abce7fc	319a866c7beab159290f6fc60284d4853ccfd90e1e9bea767811d7c95abce7fc	796cb49f8e48ae4e135ba77c1be3bac68a0f954f3cd7d51121cb1f6c0f46686a	796cb49f8e48ae4e135ba77c1be3bac68a0f954f3cd7d51121cb1f6c0f46686a	4e95958d3c441751f5198750769579b01631cbb1d383e09bb77148b67beb0810	3b60417e8ccea3586cf98a5e64310e29fcf4e440bbae0db23f6d0665ce6068fd	fbe6b306bba9a5063c8c6cf1b3ec0fce54482e97e94386c082f7a1c4ecc7ac4c
src/lazer/meta_ham/NavListNode.cpp	ca47bfbb352e2141c5c345a7c052212753dac4dd03f4ab59c8cf9b9df0565526	1b9a55965f563ab00a5bd10c681c47dc9c24e3b8ecf259ea6d0fbf86720fcee5	1b9a55965f563ab00a5bd10c681c47dc9c24e3b8ecf259ea6d0fbf86720fcee5	ca47bfbb352e2141c5c345a7c052212753dac4dd03f4ab59c8cf9b9df0565526	ca47bfbb352e2141c5c345a7c052212753dac4dd03f4ab59c8cf9b9df0565526	781eaccf24c876cf1a734c9708368859b4b155ee774039cfb4c26b0b4a8ef9ca	5bc2aaec8d3c75716fceee17d0a43dac8bb81ccad60de112476524931d943e05	1d2dfe866503a28e6619bfefb910554f230e6eca6e17216fc2186d020a64e511
src/lazer/meta_ham/SigninScreen.cpp	d19fe668fd6abad2c98a923923b89e9ada843dd3a2b51fddff62ae6bfa5346b6	095c7d003b6cb964c2765226930cd8e22d8a6e5a633151900bdddcedb3c33928	095c7d003b6cb964c2765226930cd8e22d8a6e5a633151900bdddcedb3c33928	d19fe668fd6abad2c98a923923b89e9ada843dd3a2b51fddff62ae6bfa5346b6	d19fe668fd6abad2c98a923923b89e9ada843dd3a2b51fddff62ae6bfa5346b6	3fa96c28960849679edf644b54fbfc8ad0142a2b35e202f3b59573ce5774c6f2	095c7d003b6cb964c2765226930cd8e22d8a6e5a633151900bdddcedb3c33928	095c7d003b6cb964c2765226930cd8e22d8a6e5a633151900bdddcedb3c33928
src/lazer/meta_ham/SkillsAwardList.cpp	1241d05f77a981d4664ca93cc5f971faad0a7dcb8a258307884e2ca2b363938e	1caf69c07623a442152cf8f03d262dab522ed95d555c43f823162e3c1978fc21	1caf69c07623a442152cf8f03d262dab522ed95d555c43f823162e3c1978fc21	1241d05f77a981d4664ca93cc5f971faad0a7dcb8a258307884e2ca2b363938e	1241d05f77a981d4664ca93cc5f971faad0a7dcb8a258307884e2ca2b363938e	30f0366a691b60072a586a8425e54a5a9f2fdae0e63d4cdcad9e070e1457ad3c	0d5114a93d0748fe06615b4cbe0a52d36c9583cee90aec8556050347525db6b5	b8eaaac16a778fc8c4aadf96e47da936bb7483ce4afb372fcddf6fad6614d2c0
src/lazer/meta_ham/SongRecord.cpp	e4aa7124b1c9113e3ac4ecdae5c08860be2866aa6e0bcd1237ec47a4f8c2aa65	a4ff108d20188f8d5ccbf4c108246287e979929af715877fe948f5e1e9032381	a4ff108d20188f8d5ccbf4c108246287e979929af715877fe948f5e1e9032381	e4aa7124b1c9113e3ac4ecdae5c08860be2866aa6e0bcd1237ec47a4f8c2aa65	e4aa7124b1c9113e3ac4ecdae5c08860be2866aa6e0bcd1237ec47a4f8c2aa65	cd760ba21b84521922c3ff021d0143f656677f809a23fd2df3d96475334d4413	b00e0f33d3796f600761dda90d834e175d42f110eecb202cc49ab285e0967c97	3554810151d17176cd768c05f29232abe4583c81b75f6e6b0900471f30cf7bd9
src/lazer/meta_ham/SongSortByLocation.cpp	341d2a673603fc139558b15d0c29aa7635288339ea8110a8955b6d2ec9eb78a1	8d57d1107ee20fe3261bd2a4a6a55e52a68e29ab2ba3d80ed88cd3fc682c8b01	8d57d1107ee20fe3261bd2a4a6a55e52a68e29ab2ba3d80ed88cd3fc682c8b01	341d2a673603fc139558b15d0c29aa7635288339ea8110a8955b6d2ec9eb78a1	341d2a673603fc139558b15d0c29aa7635288339ea8110a8955b6d2ec9eb78a1	ea59fd70de1be1450a4625b33a16aa327fc6468b48d4d9a40f339ca097e51528	2933a257309652b73eeced6828f1b91355f08db8d90c492d7d46eee7917ccf94	3b34a36ed1dd4a7f712887269a5661daf139df124feab565f2c8d8346dae5bce
src/lazer/meta_ham/SongSortBySong.cpp	8f0542a7c734d9de815ba4174d42452af1b1e95c90b3612b14ef5d24744eaea9	d772971ac8ed1660f98d97f02ebfdce19c84c92a7ddb1ad649fe2cbec98cc394	d772971ac8ed1660f98d97f02ebfdce19c84c92a7ddb1ad649fe2cbec98cc394	8f0542a7c734d9de815ba4174d42452af1b1e95c90b3612b14ef5d24744eaea9	8f0542a7c734d9de815ba4174d42452af1b1e95c90b3612b14ef5d24744eaea9	618dfb165ea480a6b2fd6e9bca06571e1afcc91c052c3ec06f4d4e4352d2fa02	409b1e9c824d22eb494efde8b259afa01491c582c4466835067f49d192b7e8ce	9a94fd4a447a14275b5e604b703997f0677e0dbbf7cf05afea99550bba50ff17
src/lazer/meta_ham/SongSortMgr.cpp	269111bd5c5fe3776d820d28e054c79b8eb167fa8bde92a536c4bd7b6f8cf3d6	6a4e2ecf41962bdfb39984780a9a7233630c33977ea0b943a7d6059c2c866571	6a4e2ecf41962bdfb39984780a9a7233630c33977ea0b943a7d6059c2c866571	269111bd5c5fe3776d820d28e054c79b8eb167fa8bde92a536c4bd7b6f8cf3d6	269111bd5c5fe3776d820d28e054c79b8eb167fa8bde92a536c4bd7b6f8cf3d6	fc79dceb2019454ecd78417b114286464c310d0818f296dc4d340f1521f1c280	832831841f71712540c8eab9aa34b027e9cb01834b3fa10ca4216f5914f5f8a0	95d8e8a1166c709d2f6cbda7cc21dff09516ae8e62fd26e4d7cc83f9254b19b9
src/lazer/net_ham/DataMinerJobs.cpp	f3d6ab58aecd923313aa7fa54e4aaf064fdb32a682a02d4eb497e641f75d41f0	9d00f89d046cefbc5d6cd710ea793c0c8a3221aae0686d1786cc0375a048108e	9d00f89d046cefbc5d6cd710ea793c0c8a3221aae0686d1786cc0375a048108e	f3d6ab58aecd923313aa7fa54e4aaf064fdb32a682a02d4eb497e641f75d41f0	f3d6ab58aecd923313aa7fa54e4aaf064fdb32a682a02d4eb497e641f75d41f0	69e3f46d4d4b6dbe01ccfb01c920c86830481ce1931023f3c16de1b9ad99594e	7bbdfa3585a714410eadb215c3294be9a44c82d77d930137c7b819f492293728	a3e9e14b447f3550ccb9f077988c51829f3f38fb6802e7e8fcbc48f5ac4e6a6f
src/lazer/net_ham/FitnessGoalJobs.cpp	882d0e5e9a8799c278f5a81a1309db0bf041e782cbc68edd0c81064eb5afbd50	6e13b303ee77c7746c16642201f198f3f91b98039160771aa48f103f4929f8c9	6e13b303ee77c7746c16642201f198f3f91b98039160771aa48f103f4929f8c9	882d0e5e9a8799c278f5a81a1309db0bf041e782cbc68edd0c81064eb5afbd50	882d0e5e9a8799c278f5a81a1309db0bf041e782cbc68edd0c81064eb5afbd50	e7e07f6ed91e016f63b776e17b09dc168f68cc811012729960f7ab9b72f7b37e	f70eab5bc0de3449e1e3a292d37816f85096099082af4adf8c5dddab60323747	82dbf32433cbb364301d7111243e48e34ca5776fc0261f8f8f21787779748460
src/lazer/net_ham/FriendsListJobs.cpp	005a8318e90ac087f37f3f74fb9286e28a50d899d084d924bcbe1dda44aeb17e	fa9b5a19e11e96fa92b459c872486f948cc23d1578a7b89a9d308e0f8c616d15	fa9b5a19e11e96fa92b459c872486f948cc23d1578a7b89a9d308e0f8c616d15	005a8318e90ac087f37f3f74fb9286e28a50d899d084d924bcbe1dda44aeb17e	005a8318e90ac087f37f3f74fb9286e28a50d899d084d924bcbe1dda44aeb17e	0e89d1c6a0af86a10921cffb318becd03afba3b9f3b4f9f2a5798f93b259193b	91b8fc74f3f5c20e05b7aaae303667a2434c94319b89ba317aaeb510ecefefe4	d1533fa19f3e20ebe071db9c4a6bc9c56a707ca0b6f7c58361814e666cebeaff
src/lazer/net_ham/LeaderboardJobs.cpp	3a4ace41b5f4e4aa03630e1ede6669678326cd299d7c9a57fddd23d044ae55c8	6055586b86c552ba021695c3b1349e9dcbef8621cb2e135116c3c42e5500eb2c	6055586b86c552ba021695c3b1349e9dcbef8621cb2e135116c3c42e5500eb2c	3a4ace41b5f4e4aa03630e1ede6669678326cd299d7c9a57fddd23d044ae55c8	3a4ace41b5f4e4aa03630e1ede6669678326cd299d7c9a57fddd23d044ae55c8	43b17e2895769753ca8c0a32c1bf6ead25c23984d5fe592b0078531255986cc4	22299ef6c91d87a4e38b4c722d9a0754aeba04818c6e1535e8a17d42e4963cc1	09300b0a7d5a32835091ac75195840ae61bcb924e74a3d991355f0145cc5491b
src/lazer/net_ham/ScoreJobs.cpp	c3ad43fd11fe2224357e3fa151b89b20262af7c24501756c79e4f9734cac47bd	0ca29ab1bf412cffacc56ece69313bbc51f14c489b5df96d910c0af226cb5aa5	0ca29ab1bf412cffacc56ece69313bbc51f14c489b5df96d910c0af226cb5aa5	c3ad43fd11fe2224357e3fa151b89b20262af7c24501756c79e4f9734cac47bd	c3ad43fd11fe2224357e3fa151b89b20262af7c24501756c79e4f9734cac47bd	d2e00d7e34fae29589e1e60fc9eadd46d6b56c0bfee38af627a8999bd6b0fda2	911a890bdb4e341fe1029828e57f453bef1cdd8f09b9ae155ff1553a73a55b91	673a6d34899812ebdea9204d8c2bfcfed555d024177d3a6eff983c18d0b4f6a2
src/lazer/net_ham/TokenJobs.cpp	0a5fb39bbfd4326389af56f7943dddc0af2644db34ac2f86cddeb1ba289c4114	0a5fb39bbfd4326389af56f7943dddc0af2644db34ac2f86cddeb1ba289c4114	0a5fb39bbfd4326389af56f7943dddc0af2644db34ac2f86cddeb1ba289c4114	0a5fb39bbfd4326389af56f7943dddc0af2644db34ac2f86cddeb1ba289c4114	0a5fb39bbfd4326389af56f7943dddc0af2644db34ac2f86cddeb1ba289c4114	b6ce20b8fa9cca9c32217894ac3ee0ef283b8284791eb8553ecf4d818e933fd1	0a5fb39bbfd4326389af56f7943dddc0af2644db34ac2f86cddeb1ba289c4114	0a5fb39bbfd4326389af56f7943dddc0af2644db34ac2f86cddeb1ba289c4114
src/system/char/CharBone.cpp	96ca9de82215d78427001f024349a382c69725ebc34c51c27e64ec9687fe64f8	96ca9de82215d78427001f024349a382c69725ebc34c51c27e64ec9687fe64f8	96ca9de82215d78427001f024349a382c69725ebc34c51c27e64ec9687fe64f8	96ca9de82215d78427001f024349a382c69725ebc34c51c27e64ec9687fe64f8	96ca9de82215d78427001f024349a382c69725ebc34c51c27e64ec9687fe64f8	cfce144a563d40432863e2f9ed8f7c34734b24b7ec854665c479ef5da158fb3c	96ca9de82215d78427001f024349a382c69725ebc34c51c27e64ec9687fe64f8	96ca9de82215d78427001f024349a382c69725ebc34c51c27e64ec9687fe64f8
src/system/char/CharBones.cpp	ab4a2c5ee27abf5c260a322aaad1e970b3160ec0900f4cac7e5875052939d40f	d14d3f552bdaa72389caf6fa57f7f67e89671b39c0c016e6a57764f27051838a	d14d3f552bdaa72389caf6fa57f7f67e89671b39c0c016e6a57764f27051838a	ab4a2c5ee27abf5c260a322aaad1e970b3160ec0900f4cac7e5875052939d40f	ab4a2c5ee27abf5c260a322aaad1e970b3160ec0900f4cac7e5875052939d40f	d236d747c5947b927f3253410c12624d8cefb3d670cc95a451f44c3dcfa6c341	d14d3f552bdaa72389caf6fa57f7f67e89671b39c0c016e6a57764f27051838a	d14d3f552bdaa72389caf6fa57f7f67e89671b39c0c016e6a57764f27051838a
src/system/char/CharBonesMeshes.cpp	d0db9769e4ec433f531c3917a964641042ecd1fe252c985be7f7f4f4526de5e7	081b80db4c7761c6ca218c87b2d6c3cec52e3cb3ac5edf49afc00999fe2ebed5	081b80db4c7761c6ca218c87b2d6c3cec52e3cb3ac5edf49afc00999fe2ebed5	d0db9769e4ec433f531c3917a964641042ecd1fe252c985be7f7f4f4526de5e7	d0db9769e4ec433f531c3917a964641042ecd1fe252c985be7f7f4f4526de5e7	33577d49b96bf76566df1bfe7c95086ab688d57c0054e0d79bfed6b39225e5f7	081b80db4c7761c6ca218c87b2d6c3cec52e3cb3ac5edf49afc00999fe2ebed5	081b80db4c7761c6ca218c87b2d6c3cec52e3cb3ac5edf49afc00999fe2ebed5
src/system/char/CharClip.cpp	8c078620371cc5cdcd87fba22629f4699d054ec0b445e66cc347a19eecdffbc9	a8c6589178eb3f1228d287d787e07d91f3576465921b2dc5beea546369cd8033	a8c6589178eb3f1228d287d787e07d91f3576465921b2dc5beea546369cd8033	8c078620371cc5cdcd87fba22629f4699d054ec0b445e66cc347a19eecdffbc9	8c078620371cc5cdcd87fba22629f4699d054ec0b445e66cc347a19eecdffbc9	c51c3621a49938b93f6d41d29abdf2a4c9ec098e8f25410cc83614d53298f3ae	a8c6589178eb3f1228d287d787e07d91f3576465921b2dc5beea546369cd8033	a8c6589178eb3f1228d287d787e07d91f3576465921b2dc5beea546369cd8033
src/system/char/CharClipGroup.cpp	25e3271c929e99c6c591807a234347a02ea9818134bcabae4e3a0992d56be2ac	8c5447c59fc30a4e81230f1978ea5b95768c52594850a24410062410ab0c062e	8c5447c59fc30a4e81230f1978ea5b95768c52594850a24410062410ab0c062e	25e3271c929e99c6c591807a234347a02ea9818134bcabae4e3a0992d56be2ac	25e3271c929e99c6c591807a234347a02ea9818134bcabae4e3a0992d56be2ac	95f0c5cc44ad48e6053199a7cdf9dda11c25ad6240fd5e8ab5a92ca05b8fb29d	8c5447c59fc30a4e81230f1978ea5b95768c52594850a24410062410ab0c062e	8c5447c59fc30a4e81230f1978ea5b95768c52594850a24410062410ab0c062e
src/system/char/CharIKHead.cpp	f99b24c849d53e6cccbcaadb015e8a78a47e24776f5ec4cfe1d7ca7de9361a58	c917d790dc203743c99a23ff34a61840f63b7a62fcf85088d508183df7cfdebe	c917d790dc203743c99a23ff34a61840f63b7a62fcf85088d508183df7cfdebe	f99b24c849d53e6cccbcaadb015e8a78a47e24776f5ec4cfe1d7ca7de9361a58	f99b24c849d53e6cccbcaadb015e8a78a47e24776f5ec4cfe1d7ca7de9361a58	97727646e6215375ad6cf0e6d76bf480210f3bb31f2ac8e4714904240c8db04c	c917d790dc203743c99a23ff34a61840f63b7a62fcf85088d508183df7cfdebe	c917d790dc203743c99a23ff34a61840f63b7a62fcf85088d508183df7cfdebe
