mode	sign	op	k	words	shape	full	hex
/O1 /GS- /c	s	mod	28	5	li divw mulli subf blr	li r11,28 ; divw r11,r3,r11 ; mulli r11,r11,28 ; subf r3,r11,r3 ; blr 	3960001c 7d635bd6 1d6b001c 7c6b1850 4e800020
/O1 /GS- /c	u	div	28	3	li divwu blr	li r11,28 ; divwu r3,r3,r11 ; blr 	3960001c 7c635b96 4e800020
/O1 /GS- /c	u	mod	28	5	li divwu mulli subf blr	li r11,28 ; divwu r11,r3,r11 ; mulli r11,r11,28 ; subf r3,r11,r3 ; blr 	3960001c 7d635b96 1d6b001c 7c6b1850 4e800020
/O1 /GS- /c	s	div	84	3	li divw blr	li r11,84 ; divw r3,r3,r11 ; blr 	39600054 7c635bd6 4e800020
/O1 /GS- /c	s	mod	84	5	li divw mulli subf blr	li r11,84 ; divw r11,r3,r11 ; mulli r11,r11,84 ; subf r3,r11,r3 ; blr 	39600054 7d635bd6 1d6b0054 7c6b1850 4e800020
/O1 /GS- /c	u	div	84	3	li divwu blr	li r11,84 ; divwu r3,r3,r11 ; blr 	39600054 7c635b96 4e800020
/O1 /GS- /c	u	mod	84	5	li divwu mulli subf blr	li r11,84 ; divwu r11,r3,r11 ; mulli r11,r11,84 ; subf r3,r11,r3 ; blr 	39600054 7d635b96 1d6b0054 7c6b1850 4e800020
/O1 /GS- /c	s	div	44	3	li divw blr	li r11,44 ; divw r3,r3,r11 ; blr 	3960002c 7c635bd6 4e800020
/O1 /GS- /c	s	mod	44	5	li divw mulli subf blr	li r11,44 ; divw r11,r3,r11 ; mulli r11,r11,44 ; subf r3,r11,r3 ; blr 	3960002c 7d635bd6 1d6b002c 7c6b1850 4e800020
/O1 /GS- /c	u	div	44	3	li divwu blr	li r11,44 ; divwu r3,r3,r11 ; blr 	3960002c 7c635b96 4e800020
/O1 /GS- /c	u	mod	44	5	li divwu mulli subf blr	li r11,44 ; divwu r11,r3,r11 ; mulli r11,r11,44 ; subf r3,r11,r3 ; blr 	3960002c 7d635b96 1d6b002c 7c6b1850 4e800020
/O1 /GS- /c	s	div	100	3	li divw blr	li r11,100 ; divw r3,r3,r11 ; blr 	39600064 7c635bd6 4e800020
/O1 /GS- /c	s	mod	100	5	li divw mulli subf blr	li r11,100 ; divw r11,r3,r11 ; mulli r11,r11,100 ; subf r3,r11,r3 ; blr 	39600064 7d635bd6 1d6b0064 7c6b1850 4e800020
/O1 /GS- /c	u	div	100	3	li divwu blr	li r11,100 ; divwu r3,r3,r11 ; blr 	39600064 7c635b96 4e800020
/O1 /GS- /c	u	mod	100	5	li divwu mulli subf blr	li r11,100 ; divwu r11,r3,r11 ; mulli r11,r11,100 ; subf r3,r11,r3 ; blr 	39600064 7d635b96 1d6b0064 7c6b1850 4e800020
/O1 /GS- /c	s	div	48	3	li divw blr	li r11,48 ; divw r3,r3,r11 ; blr 	39600030 7c635bd6 4e800020
/O1 /GS- /c	s	mod	48	5	li divw mulli subf blr	li r11,48 ; divw r11,r3,r11 ; mulli r11,r11,48 ; subf r3,r11,r3 ; blr 	39600030 7d635bd6 1d6b0030 7c6b1850 4e800020
/O1 /GS- /c	u	div	48	3	li divwu blr	li r11,48 ; divwu r3,r3,r11 ; blr 	39600030 7c635b96 4e800020
/O1 /GS- /c	u	mod	48	5	li divwu mulli subf blr	li r11,48 ; divwu r11,r3,r11 ; mulli r11,r11,48 ; subf r3,r11,r3 ; blr 	39600030 7d635b96 1d6b0030 7c6b1850 4e800020
/O1 /GS- /c	s	div	96	3	li divw blr	li r11,96 ; divw r3,r3,r11 ; blr 	39600060 7c635bd6 4e800020
/O1 /GS- /c	s	mod	96	5	li divw mulli subf blr	li r11,96 ; divw r11,r3,r11 ; mulli r11,r11,96 ; subf r3,r11,r3 ; blr 	39600060 7d635bd6 1d6b0060 7c6b1850 4e800020
/O1 /GS- /c	u	div	96	3	li divwu blr	li r11,96 ; divwu r3,r3,r11 ; blr 	39600060 7c635b96 4e800020
/O1 /GS- /c	u	mod	96	5	li divwu mulli subf blr	li r11,96 ; divwu r11,r3,r11 ; mulli r11,r11,96 ; subf r3,r11,r3 ; blr 	39600060 7d635b96 1d6b0060 7c6b1850 4e800020
/O1 /GS- /c	s	div	72	3	li divw blr	li r11,72 ; divw r3,r3,r11 ; blr 	39600048 7c635bd6 4e800020
/O1 /GS- /c	s	mod	72	5	li divw mulli subf blr	li r11,72 ; divw r11,r3,r11 ; mulli r11,r11,72 ; subf r3,r11,r3 ; blr 	39600048 7d635bd6 1d6b0048 7c6b1850 4e800020
/O1 /GS- /c	u	div	72	3	li divwu blr	li r11,72 ; divwu r3,r3,r11 ; blr 	39600048 7c635b96 4e800020
/O1 /GS- /c	u	mod	72	5	li divwu mulli subf blr	li r11,72 ; divwu r11,r3,r11 ; mulli r11,r11,72 ; subf r3,r11,r3 ; blr 	39600048 7d635b96 1d6b0048 7c6b1850 4e800020
/O1 /GS- /c	s	div	88	3	li divw blr	li r11,88 ; divw r3,r3,r11 ; blr 	39600058 7c635bd6 4e800020
/O1 /GS- /c	s	mod	88	5	li divw mulli subf blr	li r11,88 ; divw r11,r3,r11 ; mulli r11,r11,88 ; subf r3,r11,r3 ; blr 	39600058 7d635bd6 1d6b0058 7c6b1850 4e800020
/O1 /GS- /c	u	div	88	3	li divwu blr	li r11,88 ; divwu r3,r3,r11 ; blr 	39600058 7c635b96 4e800020
/O1 /GS- /c	u	mod	88	5	li divwu mulli subf blr	li r11,88 ; divwu r11,r3,r11 ; mulli r11,r11,88 ; subf r3,r11,r3 ; blr 	39600058 7d635b96 1d6b0058 7c6b1850 4e800020
/O1 /GS- /c	s	div	36	3	li divw blr	li r11,36 ; divw r3,r3,r11 ; blr 	39600024 7c635bd6 4e800020
/O1 /GS- /c	s	mod	36	5	li divw mulli subf blr	li r11,36 ; divw r11,r3,r11 ; mulli r11,r11,36 ; subf r3,r11,r3 ; blr 	39600024 7d635bd6 1d6b0024 7c6b1850 4e800020
/O1 /GS- /c	u	div	36	3	li divwu blr	li r11,36 ; divwu r3,r3,r11 ; blr 	39600024 7c635b96 4e800020
/O1 /GS- /c	u	mod	36	5	li divwu mulli subf blr	li r11,36 ; divwu r11,r3,r11 ; mulli r11,r11,36 ; subf r3,r11,r3 ; blr 	39600024 7d635b96 1d6b0024 7c6b1850 4e800020
/O1 /GS- /c	s	div	732	3	li divw blr	li r11,732 ; divw r3,r3,r11 ; blr 	396002dc 7c635bd6 4e800020
/O1 /GS- /c	s	mod	732	5	li divw mulli subf blr	li r11,732 ; divw r11,r3,r11 ; mulli r11,r11,732 ; subf r3,r11,r3 ; blr 	396002dc 7d635bd6 1d6b02dc 7c6b1850 4e800020
/O1 /GS- /c	u	div	732	3	li divwu blr	li r11,732 ; divwu r3,r3,r11 ; blr 	396002dc 7c635b96 4e800020
/O1 /GS- /c	u	mod	732	5	li divwu mulli subf blr	li r11,732 ; divwu r11,r3,r11 ; mulli r11,r11,732 ; subf r3,r11,r3 ; blr 	396002dc 7d635b96 1d6b02dc 7c6b1850 4e800020
/O1 /GS- /c	s	div	3	3	li divw blr	li r11,3 ; divw r3,r3,r11 ; blr 	39600003 7c635bd6 4e800020
/O1 /GS- /c	s	mod	3	5	li divw mulli subf blr	li r11,3 ; divw r11,r3,r11 ; mulli r11,r11,3 ; subf r3,r11,r3 ; blr 	39600003 7d635bd6 1d6b0003 7c6b1850 4e800020
/O1 /GS- /c	u	div	3	3	li divwu blr	li r11,3 ; divwu r3,r3,r11 ; blr 	39600003 7c635b96 4e800020
/O1 /GS- /c	u	mod	3	5	li divwu mulli subf blr	li r11,3 ; divwu r11,r3,r11 ; mulli r11,r11,3 ; subf r3,r11,r3 ; blr 	39600003 7d635b96 1d6b0003 7c6b1850 4e800020
/O1 /GS- /c	s	div	76	3	li divw blr	li r11,76 ; divw r3,r3,r11 ; blr 	3960004c 7c635bd6 4e800020
/O1 /GS- /c	s	mod	76	5	li divw mulli subf blr	li r11,76 ; divw r11,r3,r11 ; mulli r11,r11,76 ; subf r3,r11,r3 ; blr 	3960004c 7d635bd6 1d6b004c 7c6b1850 4e800020
/O1 /GS- /c	u	div	76	3	li divwu blr	li r11,76 ; divwu r3,r3,r11 ; blr 	3960004c 7c635b96 4e800020
/O1 /GS- /c	u	mod	76	5	li divwu mulli subf blr	li r11,76 ; divwu r11,r3,r11 ; mulli r11,r11,76 ; subf r3,r11,r3 ; blr 	3960004c 7d635b96 1d6b004c 7c6b1850 4e800020
