mode	sign	op	k	words	shape	full	hex
/Od /GS- /c	u	mod	4	7	stw lwz li divwu rlwinm subf blr	stw r3,20(r1) ; lwz r11,20(r1) ; li r10,4 ; divwu r9,r11,r10 ; rlwinm r8,r9,2,0,29 ; subf r3,r8,r11 ; blr 	90610014 81610014 39400004 7d2b5396 5528103a 7c685850 4e800020
/Od /GS- /c	s	div	7	5	stw lwz li divw blr	stw r3,20(r1) ; lwz r11,20(r1) ; li r10,7 ; divw r3,r11,r10 ; blr 	90610014 81610014 39400007 7c6b53d6 4e800020
/Od /GS- /c	s	mod	7	7	stw lwz li divw mulli subf blr	stw r3,20(r1) ; lwz r11,20(r1) ; li r10,7 ; divw r9,r11,r10 ; mulli r8,r9,7 ; subf r3,r8,r11 ; blr 	90610014 81610014 39400007 7d2b53d6 1d090007 7c685850 4e800020
/Od /GS- /c	u	div	7	5	stw lwz li divwu blr	stw r3,20(r1) ; lwz r11,20(r1) ; li r10,7 ; divwu r3,r11,r10 ; blr 	90610014 81610014 39400007 7c6b5396 4e800020
/Od /GS- /c	u	mod	7	7	stw lwz li divwu mulli subf blr	stw r3,20(r1) ; lwz r11,20(r1) ; li r10,7 ; divwu r9,r11,r10 ; mulli r8,r9,7 ; subf r3,r8,r11 ; blr 	90610014 81610014 39400007 7d2b5396 1d090007 7c685850 4e800020
/Od /GS- /c	s	div	-7	5	stw lwz li divw blr	stw r3,20(r1) ; lwz r11,20(r1) ; li r10,-7 ; divw r3,r11,r10 ; blr 	90610014 81610014 3940fff9 7c6b53d6 4e800020
/Od /GS- /c	s	mod	-7	7	stw lwz li divw mulli subf blr	stw r3,20(r1) ; lwz r11,20(r1) ; li r10,-7 ; divw r9,r11,r10 ; mulli r8,r9,-7 ; subf r3,r8,r11 ; blr 	90610014 81610014 3940fff9 7d2b53d6 1d09fff9 7c685850 4e800020
/Od /GS- /c	s	div	8	5	stw lwz li divw blr	stw r3,20(r1) ; lwz r11,20(r1) ; li r10,8 ; divw r3,r11,r10 ; blr 	90610014 81610014 39400008 7c6b53d6 4e800020
/Od /GS- /c	s	mod	8	7	stw lwz li divw rlwinm subf blr	stw r3,20(r1) ; lwz r11,20(r1) ; li r10,8 ; divw r9,r11,r10 ; rlwinm r8,r9,3,0,28 ; subf r3,r8,r11 ; blr 	90610014 81610014 39400008 7d2b53d6 55281838 7c685850 4e800020
/Od /GS- /c	u	div	8	5	stw lwz li divwu blr	stw r3,20(r1) ; lwz r11,20(r1) ; li r10,8 ; divwu r3,r11,r10 ; blr 	90610014 81610014 39400008 7c6b5396 4e800020
/Od /GS- /c	u	mod	8	7	stw lwz li divwu rlwinm subf blr	stw r3,20(r1) ; lwz r11,20(r1) ; li r10,8 ; divwu r9,r11,r10 ; rlwinm r8,r9,3,0,28 ; subf r3,r8,r11 ; blr 	90610014 81610014 39400008 7d2b5396 55281838 7c685850 4e800020
/Od /GS- /c	s	div	16	5	stw lwz li divw blr	stw r3,20(r1) ; lwz r11,20(r1) ; li r10,16 ; divw r3,r11,r10 ; blr 	90610014 81610014 39400010 7c6b53d6 4e800020
/Od /GS- /c	s	mod	16	7	stw lwz li divw rlwinm subf blr	stw r3,20(r1) ; lwz r11,20(r1) ; li r10,16 ; divw r9,r11,r10 ; rlwinm r8,r9,4,0,27 ; subf r3,r8,r11 ; blr 	90610014 81610014 39400010 7d2b53d6 55282036 7c685850 4e800020
/Od /GS- /c	u	div	16	5	stw lwz li divwu blr	stw r3,20(r1) ; lwz r11,20(r1) ; li r10,16 ; divwu r3,r11,r10 ; blr 	90610014 81610014 39400010 7c6b5396 4e800020
/Od /GS- /c	u	mod	16	7	stw lwz li divwu rlwinm subf blr	stw r3,20(r1) ; lwz r11,20(r1) ; li r10,16 ; divwu r9,r11,r10 ; rlwinm r8,r9,4,0,27 ; subf r3,r8,r11 ; blr 	90610014 81610014 39400010 7d2b5396 55282036 7c685850 4e800020
/Od /GS- /c	s	div	10	5	stw lwz li divw blr	stw r3,20(r1) ; lwz r11,20(r1) ; li r10,10 ; divw r3,r11,r10 ; blr 	90610014 81610014 3940000a 7c6b53d6 4e800020
/Od /GS- /c	s	mod	10	7	stw lwz li divw mulli subf blr	stw r3,20(r1) ; lwz r11,20(r1) ; li r10,10 ; divw r9,r11,r10 ; mulli r8,r9,10 ; subf r3,r8,r11 ; blr 	90610014 81610014 3940000a 7d2b53d6 1d09000a 7c685850 4e800020
/Od /GS- /c	u	div	10	5	stw lwz li divwu blr	stw r3,20(r1) ; lwz r11,20(r1) ; li r10,10 ; divwu r3,r11,r10 ; blr 	90610014 81610014 3940000a 7c6b5396 4e800020
/Od /GS- /c	u	mod	10	7	stw lwz li divwu mulli subf blr	stw r3,20(r1) ; lwz r11,20(r1) ; li r10,10 ; divwu r9,r11,r10 ; mulli r8,r9,10 ; subf r3,r8,r11 ; blr 	90610014 81610014 3940000a 7d2b5396 1d09000a 7c685850 4e800020
/Od /GS- /c	s	div	100	5	stw lwz li divw blr	stw r3,20(r1) ; lwz r11,20(r1) ; li r10,100 ; divw r3,r11,r10 ; blr 	90610014 81610014 39400064 7c6b53d6 4e800020
/Od /GS- /c	s	mod	100	7	stw lwz li divw mulli subf blr	stw r3,20(r1) ; lwz r11,20(r1) ; li r10,100 ; divw r9,r11,r10 ; mulli r8,r9,100 ; subf r3,r8,r11 ; blr 	90610014 81610014 39400064 7d2b53d6 1d090064 7c685850 4e800020
/Od /GS- /c	u	div	100	5	stw lwz li divwu blr	stw r3,20(r1) ; lwz r11,20(r1) ; li r10,100 ; divwu r3,r11,r10 ; blr 	90610014 81610014 39400064 7c6b5396 4e800020
/Od /GS- /c	u	mod	100	7	stw lwz li divwu mulli subf blr	stw r3,20(r1) ; lwz r11,20(r1) ; li r10,100 ; divwu r9,r11,r10 ; mulli r8,r9,100 ; subf r3,r8,r11 ; blr 	90610014 81610014 39400064 7d2b5396 1d090064 7c685850 4e800020
/Od /GS- /c	s	div	1000	5	stw lwz li divw blr	stw r3,20(r1) ; lwz r11,20(r1) ; li r10,1000 ; divw r3,r11,r10 ; blr 	90610014 81610014 394003e8 7c6b53d6 4e800020
/Od /GS- /c	s	mod	1000	7	stw lwz li divw mulli subf blr	stw r3,20(r1) ; lwz r11,20(r1) ; li r10,1000 ; divw r9,r11,r10 ; mulli r8,r9,1000 ; subf r3,r8,r11 ; blr 	90610014 81610014 394003e8 7d2b53d6 1d0903e8 7c685850 4e800020
/Od /GS- /c	u	div	1000	5	stw lwz li divwu blr	stw r3,20(r1) ; lwz r11,20(r1) ; li r10,1000 ; divwu r3,r11,r10 ; blr 	90610014 81610014 394003e8 7c6b5396 4e800020
/Od /GS- /c	u	mod	1000	7	stw lwz li divwu mulli subf blr	stw r3,20(r1) ; lwz r11,20(r1) ; li r10,1000 ; divwu r9,r11,r10 ; mulli r8,r9,1000 ; subf r3,r8,r11 ; blr 	90610014 81610014 394003e8 7d2b5396 1d0903e8 7c685850 4e800020
/Od /GS- /c	s	div	32767	5	stw lwz li divw blr	stw r3,20(r1) ; lwz r11,20(r1) ; li r10,32767 ; divw r3,r11,r10 ; blr 	90610014 81610014 39407fff 7c6b53d6 4e800020
/Od /GS- /c	s	mod	32767	7	stw lwz li divw mulli subf blr	stw r3,20(r1) ; lwz r11,20(r1) ; li r10,32767 ; divw r9,r11,r10 ; mulli r8,r9,32767 ; subf r3,r8,r11 ; blr 	90610014 81610014 39407fff 7d2b53d6 1d097fff 7c685850 4e800020
/Od /GS- /c	u	div	32767	5	stw lwz li divwu blr	stw r3,20(r1) ; lwz r11,20(r1) ; li r10,32767 ; divwu r3,r11,r10 ; blr 	90610014 81610014 39407fff 7c6b5396 4e800020
/Od /GS- /c	u	mod	32767	7	stw lwz li divwu mulli subf blr	stw r3,20(r1) ; lwz r11,20(r1) ; li r10,32767 ; divwu r9,r11,r10 ; mulli r8,r9,32767 ; subf r3,r8,r11 ; blr 	90610014 81610014 39407fff 7d2b5396 1d097fff 7c685850 4e800020
/Od /GS- /c	s	div	32768	6	stw lwz lis ori divw blr	stw r3,20(r1) ; lwz r11,20(r1) ; lis r10,0 ; ori r9,r10,0x8000 ; divw r3,r11,r9 ; blr 	90610014 81610014 3d400000 61498000 7c6b4bd6 4e800020
/Od /GS- /c	s	mod	32768	10	stw lwz lis ori divw lis ori mullw subf blr	stw r3,20(r1) ; lwz r11,20(r1) ; lis r10,0 ; ori r9,r10,0x8000 ; divw r8,r11,r9 ; lis r7,0 ; ori r6,r7,0x8000 ; mullw r5,r8,r6 ; subf r3,r5,r11 ; blr 	90610014 81610014 3d400000 61498000 7d0b4bd6 3ce00000 60e68000 7ca831d6 7c655850 4e800020
/Od /GS- /c	u	div	32768	6	stw lwz lis ori divwu blr	stw r3,20(r1) ; lwz r11,20(r1) ; lis r10,0 ; ori r9,r10,0x8000 ; divwu r3,r11,r9 ; blr 	90610014 81610014 3d400000 61498000 7c6b4b96 4e800020
/Od /GS- /c	u	mod	32768	10	stw lwz lis ori divwu lis ori mullw subf blr	stw r3,20(r1) ; lwz r11,20(r1) ; lis r10,0 ; ori r9,r10,0x8000 ; divwu r8,r11,r9 ; lis r7,0 ; ori r6,r7,0x8000 ; mullw r5,r8,r6 ; subf r3,r5,r11 ; blr 	90610014 81610014 3d400000 61498000 7d0b4b96 3ce00000 60e68000 7ca831d6 7c655850 4e800020
/Od /GS- /c	s	div	-32768	5	stw lwz li divw blr	stw r3,20(r1) ; lwz r11,20(r1) ; li r10,-32768 ; divw r3,r11,r10 ; blr 	90610014 81610014 39408000 7c6b53d6 4e800020
/Od /GS- /c	s	mod	-32768	7	stw lwz li divw mulli subf blr	stw r3,20(r1) ; lwz r11,20(r1) ; li r10,-32768 ; divw r9,r11,r10 ; mulli r8,r9,-32768 ; subf r3,r8,r11 ; blr 	90610014 81610014 39408000 7d2b53d6 1d098000 7c685850 4e800020
/Od /GS- /c	s	div	-32769	6	stw lwz lis ori divw blr	stw r3,20(r1) ; lwz r11,20(r1) ; lis r10,-1 ; ori r9,r10,0x7fff ; divw r3,r11,r9 ; blr 	90610014 81610014 3d40ffff 61497fff 7c6b4bd6 4e800020
/Od /GS- /c	s	mod	-32769	10	stw lwz lis ori divw lis ori mullw subf blr	stw r3,20(r1) ; lwz r11,20(r1) ; lis r10,-1 ; ori r9,r10,0x7fff ; divw r8,r11,r9 ; lis r7,-1 ; ori r6,r7,0x7fff ; mullw r5,r8,r6 ; subf r3,r5,r11 ; blr 	90610014 81610014 3d40ffff 61497fff 7d0b4bd6 3ce0ffff 60e67fff 7ca831d6 7c655850 4e800020
/Od /GS- /c	s	div	65536	5	stw lwz lis divw blr	stw r3,20(r1) ; lwz r11,20(r1) ; lis r10,1 ; divw r3,r11,r10 ; blr 	90610014 81610014 3d400001 7c6b53d6 4e800020
/Od /GS- /c	s	mod	65536	8	stw lwz lis divw lis mullw subf blr	stw r3,20(r1) ; lwz r11,20(r1) ; lis r10,1 ; divw r9,r11,r10 ; lis r8,1 ; mullw r7,r9,r8 ; subf r3,r7,r11 ; blr 	90610014 81610014 3d400001 7d2b53d6 3d000001 7ce941d6 7c675850 4e800020
/Od /GS- /c	u	div	65536	5	stw lwz lis divwu blr	stw r3,20(r1) ; lwz r11,20(r1) ; lis r10,1 ; divwu r3,r11,r10 ; blr 	90610014 81610014 3d400001 7c6b5396 4e800020
/Od /GS- /c	u	mod	65536	8	stw lwz lis divwu lis mullw subf blr	stw r3,20(r1) ; lwz r11,20(r1) ; lis r10,1 ; divwu r9,r11,r10 ; lis r8,1 ; mullw r7,r9,r8 ; subf r3,r7,r11 ; blr 	90610014 81610014 3d400001 7d2b5396 3d000001 7ce941d6 7c675850 4e800020
/Od /GS- /c	s	div	100000	6	stw lwz lis ori divw blr	stw r3,20(r1) ; lwz r11,20(r1) ; lis r10,1 ; ori r9,r10,0x86a0 ; divw r3,r11,r9 ; blr 	90610014 81610014 3d400001 614986a0 7c6b4bd6 4e800020
/Od /GS- /c	s	mod	100000	10	stw lwz lis ori divw lis ori mullw subf blr	stw r3,20(r1) ; lwz r11,20(r1) ; lis r10,1 ; ori r9,r10,0x86a0 ; divw r8,r11,r9 ; lis r7,1 ; ori r6,r7,0x86a0 ; mullw r5,r8,r6 ; subf r3,r5,r11 ; blr 	90610014 81610014 3d400001 614986a0 7d0b4bd6 3ce00001 60e686a0 7ca831d6 7c655850 4e800020
/Od /GS- /c	u	div	100000	6	stw lwz lis ori divwu blr	stw r3,20(r1) ; lwz r11,20(r1) ; lis r10,1 ; ori r9,r10,0x86a0 ; divwu r3,r11,r9 ; blr 	90610014 81610014 3d400001 614986a0 7c6b4b96 4e800020
/Od /GS- /c	u	mod	100000	10	stw lwz lis ori divwu lis ori mullw subf blr	stw r3,20(r1) ; lwz r11,20(r1) ; lis r10,1 ; ori r9,r10,0x86a0 ; divwu r8,r11,r9 ; lis r7,1 ; ori r6,r7,0x86a0 ; mullw r5,r8,r6 ; subf r3,r5,r11 ; blr 	90610014 81610014 3d400001 614986a0 7d0b4b96 3ce00001 60e686a0 7ca831d6 7c655850 4e800020
/Od /GS- /c	s	div	2147483647	6	stw lwz lis ori divw blr	stw r3,20(r1) ; lwz r11,20(r1) ; lis r10,32767 ; ori r9,r10,0xffff ; divw r3,r11,r9 ; blr 	90610014 81610014 3d407fff 6149ffff 7c6b4bd6 4e800020
/Od /GS- /c	s	mod	2147483647	10	stw lwz lis ori divw lis ori mullw subf blr	stw r3,20(r1) ; lwz r11,20(r1) ; lis r10,32767 ; ori r9,r10,0xffff ; divw r8,r11,r9 ; lis r7,32767 ; ori r6,r7,0xffff ; mullw r5,r8,r6 ; subf r3,r5,r11 ; blr 	90610014 81610014 3d407fff 6149ffff 7d0b4bd6 3ce07fff 60e6ffff 7ca831d6 7c655850 4e800020
/Od /GS- /c	u	div	2147483647	6	stw lwz lis ori divwu blr	stw r3,20(r1) ; lwz r11,20(r1) ; lis r10,32767 ; ori r9,r10,0xffff ; divwu r3,r11,r9 ; blr 	90610014 81610014 3d407fff 6149ffff 7c6b4b96 4e800020
/Od /GS- /c	u	mod	2147483647	10	stw lwz lis ori divwu lis ori mullw subf blr	stw r3,20(r1) ; lwz r11,20(r1) ; lis r10,32767 ; ori r9,r10,0xffff ; divwu r8,r11,r9 ; lis r7,32767 ; ori r6,r7,0xffff ; mullw r5,r8,r6 ; subf r3,r5,r11 ; blr 	90610014 81610014 3d407fff 6149ffff 7d0b4b96 3ce07fff 60e6ffff 7ca831d6 7c655850 4e800020
/Od /GS- /c	s	div	-2147483648	5	stw lwz lis divw blr	stw r3,20(r1) ; lwz r11,20(r1) ; lis r10,-32768 ; divw r3,r11,r10 ; blr 	90610014 81610014 3d408000 7c6b53d6 4e800020
/Od /GS- /c	s	mod	-2147483648	8	stw lwz lis divw lis mullw subf blr	stw r3,20(r1) ; lwz r11,20(r1) ; lis r10,-32768 ; divw r9,r11,r10 ; lis r8,-32768 ; mullw r7,r9,r8 ; subf r3,r7,r11 ; blr 	90610014 81610014 3d408000 7d2b53d6 3d008000 7ce941d6 7c675850 4e800020
