mode	sign	op	k	words	shape	full	hex
/c /GR /O1 /Oi /EHsc	u	div	16	2	rlwinm blr	rlwinm r3,r3,28,4,31 ; blr 	5463e13e 4e800020
/c /GR /O1 /Oi /EHsc	u	mod	16	2	rlwinm blr	rlwinm r3,r3,0,28,31 ; blr 	5463073e 4e800020
/c /GR /O1 /Oi /EHsc	s	div	10	3	li divw blr	li r11,10 ; divw r3,r3,r11 ; blr 	3960000a 7c635bd6 4e800020
/c /GR /O1 /Oi /EHsc	s	mod	10	5	li divw mulli subf blr	li r11,10 ; divw r11,r3,r11 ; mulli r11,r11,10 ; subf r3,r11,r3 ; blr 	3960000a 7d635bd6 1d6b000a 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	u	div	10	3	li divwu blr	li r11,10 ; divwu r3,r3,r11 ; blr 	3960000a 7c635b96 4e800020
/c /GR /O1 /Oi /EHsc	u	mod	10	5	li divwu mulli subf blr	li r11,10 ; divwu r11,r3,r11 ; mulli r11,r11,10 ; subf r3,r11,r3 ; blr 	3960000a 7d635b96 1d6b000a 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	s	div	100	3	li divw blr	li r11,100 ; divw r3,r3,r11 ; blr 	39600064 7c635bd6 4e800020
/c /GR /O1 /Oi /EHsc	s	mod	100	5	li divw mulli subf blr	li r11,100 ; divw r11,r3,r11 ; mulli r11,r11,100 ; subf r3,r11,r3 ; blr 	39600064 7d635bd6 1d6b0064 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	u	div	100	3	li divwu blr	li r11,100 ; divwu r3,r3,r11 ; blr 	39600064 7c635b96 4e800020
/c /GR /O1 /Oi /EHsc	u	mod	100	5	li divwu mulli subf blr	li r11,100 ; divwu r11,r3,r11 ; mulli r11,r11,100 ; subf r3,r11,r3 ; blr 	39600064 7d635b96 1d6b0064 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	s	div	1000	3	li divw blr	li r11,1000 ; divw r3,r3,r11 ; blr 	396003e8 7c635bd6 4e800020
/c /GR /O1 /Oi /EHsc	s	mod	1000	5	li divw mulli subf blr	li r11,1000 ; divw r11,r3,r11 ; mulli r11,r11,1000 ; subf r3,r11,r3 ; blr 	396003e8 7d635bd6 1d6b03e8 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	u	div	1000	3	li divwu blr	li r11,1000 ; divwu r3,r3,r11 ; blr 	396003e8 7c635b96 4e800020
/c /GR /O1 /Oi /EHsc	u	mod	1000	5	li divwu mulli subf blr	li r11,1000 ; divwu r11,r3,r11 ; mulli r11,r11,1000 ; subf r3,r11,r3 ; blr 	396003e8 7d635b96 1d6b03e8 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	s	div	32767	3	li divw blr	li r11,32767 ; divw r3,r3,r11 ; blr 	39607fff 7c635bd6 4e800020
/c /GR /O1 /Oi /EHsc	s	mod	32767	5	li divw mulli subf blr	li r11,32767 ; divw r11,r3,r11 ; mulli r11,r11,32767 ; subf r3,r11,r3 ; blr 	39607fff 7d635bd6 1d6b7fff 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	u	div	32767	3	li divwu blr	li r11,32767 ; divwu r3,r3,r11 ; blr 	39607fff 7c635b96 4e800020
/c /GR /O1 /Oi /EHsc	u	mod	32767	5	li divwu mulli subf blr	li r11,32767 ; divwu r11,r3,r11 ; mulli r11,r11,32767 ; subf r3,r11,r3 ; blr 	39607fff 7d635b96 1d6b7fff 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	s	div	32768	3	srawi addze blr	srawi r11,r3,15 ; addze r3,r11 ; blr 	7c6b7e70 7c6b0194 4e800020
/c /GR /O1 /Oi /EHsc	s	mod	32768	7	srawi lis addze ori mullw subf blr	srawi r11,r3,15 ; lis r10,0 ; addze r11,r11 ; ori r10,r10,0x8000 ; mullw r11,r11,r10 ; subf r3,r11,r3 ; blr 	7c6b7e70 3d400000 7d6b0194 614a8000 7d6b51d6 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	u	div	32768	2	rlwinm blr	rlwinm r3,r3,17,15,31 ; blr 	54638bfe 4e800020
/c /GR /O1 /Oi /EHsc	u	mod	32768	2	rlwinm blr	rlwinm r3,r3,0,17,31 ; blr 	5463047e 4e800020
/c /GR /O1 /Oi /EHsc	s	div	-32768	4	srawi addze neg blr	srawi r11,r3,15 ; addze r11,r11 ; neg r3,r11 ; blr 	7c6b7e70 7d6b0194 7c6b00d0 4e800020
/c /GR /O1 /Oi /EHsc	s	mod	-32768	6	srawi addze neg mulli subf blr	srawi r11,r3,15 ; addze r11,r11 ; neg r11,r11 ; mulli r11,r11,-32768 ; subf r3,r11,r3 ; blr 	7c6b7e70 7d6b0194 7d6b00d0 1d6b8000 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	s	div	-32769	4	lis ori divw blr	lis r11,-1 ; ori r11,r11,0x7fff ; divw r3,r3,r11 ; blr 	3d60ffff 616b7fff 7c635bd6 4e800020
/c /GR /O1 /Oi /EHsc	s	mod	-32769	6	lis ori divw mullw subf blr	lis r11,-1 ; ori r11,r11,0x7fff ; divw r10,r3,r11 ; mullw r11,r10,r11 ; subf r3,r11,r3 ; blr 	3d60ffff 616b7fff 7d435bd6 7d6a59d6 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	s	div	65536	3	srawi addze blr	srawi r11,r3,16 ; addze r3,r11 ; blr 	7c6b8670 7c6b0194 4e800020
/c /GR /O1 /Oi /EHsc	s	mod	65536	6	srawi lis addze mullw subf blr	srawi r11,r3,16 ; lis r10,1 ; addze r11,r11 ; mullw r11,r11,r10 ; subf r3,r11,r3 ; blr 	7c6b8670 3d400001 7d6b0194 7d6b51d6 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	u	div	65536	2	rlwinm blr	rlwinm r3,r3,16,16,31 ; blr 	5463843e 4e800020
/c /GR /O1 /Oi /EHsc	u	mod	65536	2	rlwinm blr	rlwinm r3,r3,0,16,31 ; blr 	5463043e 4e800020
/c /GR /O1 /Oi /EHsc	s	div	100000	4	lis ori divw blr	lis r11,1 ; ori r11,r11,0x86a0 ; divw r3,r3,r11 ; blr 	3d600001 616b86a0 7c635bd6 4e800020
/c /GR /O1 /Oi /EHsc	s	mod	100000	6	lis ori divw mullw subf blr	lis r11,1 ; ori r11,r11,0x86a0 ; divw r10,r3,r11 ; mullw r11,r10,r11 ; subf r3,r11,r3 ; blr 	3d600001 616b86a0 7d435bd6 7d6a59d6 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	u	div	100000	4	lis ori divwu blr	lis r11,1 ; ori r11,r11,0x86a0 ; divwu r3,r3,r11 ; blr 	3d600001 616b86a0 7c635b96 4e800020
/c /GR /O1 /Oi /EHsc	u	mod	100000	6	lis ori divwu mullw subf blr	lis r11,1 ; ori r11,r11,0x86a0 ; divwu r10,r3,r11 ; mullw r11,r10,r11 ; subf r3,r11,r3 ; blr 	3d600001 616b86a0 7d435b96 7d6a59d6 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	s	div	2147483647	4	lis ori divw blr	lis r11,32767 ; ori r11,r11,0xffff ; divw r3,r3,r11 ; blr 	3d607fff 616bffff 7c635bd6 4e800020
/c /GR /O1 /Oi /EHsc	s	mod	2147483647	6	lis ori divw mullw subf blr	lis r11,32767 ; ori r11,r11,0xffff ; divw r10,r3,r11 ; mullw r11,r10,r11 ; subf r3,r11,r3 ; blr 	3d607fff 616bffff 7d435bd6 7d6a59d6 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	u	div	2147483647	4	lis ori divwu blr	lis r11,32767 ; ori r11,r11,0xffff ; divwu r3,r3,r11 ; blr 	3d607fff 616bffff 7c635b96 4e800020
/c /GR /O1 /Oi /EHsc	u	mod	2147483647	6	lis ori divwu mullw subf blr	lis r11,32767 ; ori r11,r11,0xffff ; divwu r10,r3,r11 ; mullw r11,r10,r11 ; subf r3,r11,r3 ; blr 	3d607fff 616bffff 7d435b96 7d6a59d6 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	s	div	-2147483648	4	srawi addze neg blr	srawi r11,r3,31 ; addze r11,r11 ; neg r3,r11 ; blr 	7c6bfe70 7d6b0194 7c6b00d0 4e800020
/c /GR /O1 /Oi /EHsc	s	mod	-2147483648	7	srawi lis addze neg mullw subf blr	srawi r11,r3,31 ; lis r10,-32768 ; addze r11,r11 ; neg r11,r11 ; mullw r11,r11,r10 ; subf r3,r11,r3 ; blr 	7c6bfe70 3d408000 7d6b0194 7d6b00d0 7d6b51d6 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	s	div	5	3	li divw blr	li r11,5 ; divw r3,r3,r11 ; blr 	39600005 7c635bd6 4e800020
/c /GR /O1 /Oi /EHsc	s	mod	5	5	li divw mulli subf blr	li r11,5 ; divw r11,r3,r11 ; mulli r11,r11,5 ; subf r3,r11,r3 ; blr 	39600005 7d635bd6 1d6b0005 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	u	div	5	3	li divwu blr	li r11,5 ; divwu r3,r3,r11 ; blr 	39600005 7c635b96 4e800020
/c /GR /O1 /Oi /EHsc	u	mod	5	5	li divwu mulli subf blr	li r11,5 ; divwu r11,r3,r11 ; mulli r11,r11,5 ; subf r3,r11,r3 ; blr 	39600005 7d635b96 1d6b0005 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	s	div	-5	3	li divw blr	li r11,-5 ; divw r3,r3,r11 ; blr 	3960fffb 7c635bd6 4e800020
/c /GR /O1 /Oi /EHsc	s	mod	-5	5	li divw mulli subf blr	li r11,-5 ; divw r11,r3,r11 ; mulli r11,r11,-5 ; subf r3,r11,r3 ; blr 	3960fffb 7d635bd6 1d6bfffb 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	s	div	6	3	li divw blr	li r11,6 ; divw r3,r3,r11 ; blr 	39600006 7c635bd6 4e800020
/c /GR /O1 /Oi /EHsc	s	mod	6	5	li divw mulli subf blr	li r11,6 ; divw r11,r3,r11 ; mulli r11,r11,6 ; subf r3,r11,r3 ; blr 	39600006 7d635bd6 1d6b0006 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	u	div	6	3	li divwu blr	li r11,6 ; divwu r3,r3,r11 ; blr 	39600006 7c635b96 4e800020
/c /GR /O1 /Oi /EHsc	u	mod	6	5	li divwu mulli subf blr	li r11,6 ; divwu r11,r3,r11 ; mulli r11,r11,6 ; subf r3,r11,r3 ; blr 	39600006 7d635b96 1d6b0006 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	s	div	9	3	li divw blr	li r11,9 ; divw r3,r3,r11 ; blr 	39600009 7c635bd6 4e800020
/c /GR /O1 /Oi /EHsc	s	mod	9	5	li divw mulli subf blr	li r11,9 ; divw r11,r3,r11 ; mulli r11,r11,9 ; subf r3,r11,r3 ; blr 	39600009 7d635bd6 1d6b0009 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	u	div	9	3	li divwu blr	li r11,9 ; divwu r3,r3,r11 ; blr 	39600009 7c635b96 4e800020
/c /GR /O1 /Oi /EHsc	u	mod	9	5	li divwu mulli subf blr	li r11,9 ; divwu r11,r3,r11 ; mulli r11,r11,9 ; subf r3,r11,r3 ; blr 	39600009 7d635b96 1d6b0009 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	s	div	-9	3	li divw blr	li r11,-9 ; divw r3,r3,r11 ; blr 	3960fff7 7c635bd6 4e800020
/c /GR /O1 /Oi /EHsc	s	mod	-9	5	li divw mulli subf blr	li r11,-9 ; divw r11,r3,r11 ; mulli r11,r11,-9 ; subf r3,r11,r3 ; blr 	3960fff7 7d635bd6 1d6bfff7 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	s	div	12	3	li divw blr	li r11,12 ; divw r3,r3,r11 ; blr 	3960000c 7c635bd6 4e800020
/c /GR /O1 /Oi /EHsc	s	mod	12	5	li divw mulli subf blr	li r11,12 ; divw r11,r3,r11 ; mulli r11,r11,12 ; subf r3,r11,r3 ; blr 	3960000c 7d635bd6 1d6b000c 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	u	div	12	3	li divwu blr	li r11,12 ; divwu r3,r3,r11 ; blr 	3960000c 7c635b96 4e800020
/c /GR /O1 /Oi /EHsc	u	mod	12	5	li divwu mulli subf blr	li r11,12 ; divwu r11,r3,r11 ; mulli r11,r11,12 ; subf r3,r11,r3 ; blr 	3960000c 7d635b96 1d6b000c 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	s	div	20	3	li divw blr	li r11,20 ; divw r3,r3,r11 ; blr 	39600014 7c635bd6 4e800020
/c /GR /O1 /Oi /EHsc	s	mod	20	5	li divw mulli subf blr	li r11,20 ; divw r11,r3,r11 ; mulli r11,r11,20 ; subf r3,r11,r3 ; blr 	39600014 7d635bd6 1d6b0014 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	u	div	20	3	li divwu blr	li r11,20 ; divwu r3,r3,r11 ; blr 	39600014 7c635b96 4e800020
/c /GR /O1 /Oi /EHsc	u	mod	20	5	li divwu mulli subf blr	li r11,20 ; divwu r11,r3,r11 ; mulli r11,r11,20 ; subf r3,r11,r3 ; blr 	39600014 7d635b96 1d6b0014 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	s	div	24	3	li divw blr	li r11,24 ; divw r3,r3,r11 ; blr 	39600018 7c635bd6 4e800020
/c /GR /O1 /Oi /EHsc	s	mod	24	5	li divw mulli subf blr	li r11,24 ; divw r11,r3,r11 ; mulli r11,r11,24 ; subf r3,r11,r3 ; blr 	39600018 7d635bd6 1d6b0018 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	u	div	24	3	li divwu blr	li r11,24 ; divwu r3,r3,r11 ; blr 	39600018 7c635b96 4e800020
/c /GR /O1 /Oi /EHsc	u	mod	24	5	li divwu mulli subf blr	li r11,24 ; divwu r11,r3,r11 ; mulli r11,r11,24 ; subf r3,r11,r3 ; blr 	39600018 7d635b96 1d6b0018 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	s	div	25	3	li divw blr	li r11,25 ; divw r3,r3,r11 ; blr 	39600019 7c635bd6 4e800020
/c /GR /O1 /Oi /EHsc	s	mod	25	5	li divw mulli subf blr	li r11,25 ; divw r11,r3,r11 ; mulli r11,r11,25 ; subf r3,r11,r3 ; blr 	39600019 7d635bd6 1d6b0019 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	u	div	25	3	li divwu blr	li r11,25 ; divwu r3,r3,r11 ; blr 	39600019 7c635b96 4e800020
/c /GR /O1 /Oi /EHsc	u	mod	25	5	li divwu mulli subf blr	li r11,25 ; divwu r11,r3,r11 ; mulli r11,r11,25 ; subf r3,r11,r3 ; blr 	39600019 7d635b96 1d6b0019 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	s	div	-25	3	li divw blr	li r11,-25 ; divw r3,r3,r11 ; blr 	3960ffe7 7c635bd6 4e800020
/c /GR /O1 /Oi /EHsc	s	mod	-25	5	li divw mulli subf blr	li r11,-25 ; divw r11,r3,r11 ; mulli r11,r11,-25 ; subf r3,r11,r3 ; blr 	3960ffe7 7d635bd6 1d6bffe7 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	s	div	64	3	srawi addze blr	srawi r11,r3,6 ; addze r3,r11 ; blr 	7c6b3670 7c6b0194 4e800020
/c /GR /O1 /Oi /EHsc	s	mod	64	5	srawi addze rlwinm subf blr	srawi r11,r3,6 ; addze r11,r11 ; rlwinm r11,r11,6,0,25 ; subf r3,r11,r3 ; blr 	7c6b3670 7d6b0194 556b3032 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	u	div	64	2	rlwinm blr	rlwinm r3,r3,26,6,31 ; blr 	5463d1be 4e800020
/c /GR /O1 /Oi /EHsc	u	mod	64	2	rlwinm blr	rlwinm r3,r3,0,26,31 ; blr 	546306be 4e800020
/c /GR /O1 /Oi /EHsc	s	div	1024	3	srawi addze blr	srawi r11,r3,10 ; addze r3,r11 ; blr 	7c6b5670 7c6b0194 4e800020
/c /GR /O1 /Oi /EHsc	s	mod	1024	5	srawi addze rlwinm subf blr	srawi r11,r3,10 ; addze r11,r11 ; rlwinm r11,r11,10,0,21 ; subf r3,r11,r3 ; blr 	7c6b5670 7d6b0194 556b502a 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	u	div	1024	2	rlwinm blr	rlwinm r3,r3,22,10,31 ; blr 	5463b2be 4e800020
/c /GR /O1 /Oi /EHsc	u	mod	1024	2	rlwinm blr	rlwinm r3,r3,0,22,31 ; blr 	546305be 4e800020
/c /GR /O1 /Oi /EHsc	s	div	4096	3	srawi addze blr	srawi r11,r3,12 ; addze r3,r11 ; blr 	7c6b6670 7c6b0194 4e800020
/c /GR /O1 /Oi /EHsc	s	mod	4096	5	srawi addze rlwinm subf blr	srawi r11,r3,12 ; addze r11,r11 ; rlwinm r11,r11,12,0,19 ; subf r3,r11,r3 ; blr 	7c6b6670 7d6b0194 556b6026 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	u	div	4096	2	rlwinm blr	rlwinm r3,r3,20,12,31 ; blr 	5463a33e 4e800020
/c /GR /O1 /Oi /EHsc	u	mod	4096	2	rlwinm blr	rlwinm r3,r3,0,20,31 ; blr 	5463053e 4e800020
/c /GR /O1 /Oi /EHsc	s	div	30000	3	li divw blr	li r11,30000 ; divw r3,r3,r11 ; blr 	39607530 7c635bd6 4e800020
/c /GR /O1 /Oi /EHsc	s	mod	30000	5	li divw mulli subf blr	li r11,30000 ; divw r11,r3,r11 ; mulli r11,r11,30000 ; subf r3,r11,r3 ; blr 	39607530 7d635bd6 1d6b7530 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	u	div	30000	3	li divwu blr	li r11,30000 ; divwu r3,r3,r11 ; blr 	39607530 7c635b96 4e800020
/c /GR /O1 /Oi /EHsc	u	mod	30000	5	li divwu mulli subf blr	li r11,30000 ; divwu r11,r3,r11 ; mulli r11,r11,30000 ; subf r3,r11,r3 ; blr 	39607530 7d635b96 1d6b7530 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	s	div	-30000	3	li divw blr	li r11,-30000 ; divw r3,r3,r11 ; blr 	39608ad0 7c635bd6 4e800020
/c /GR /O1 /Oi /EHsc	s	mod	-30000	5	li divw mulli subf blr	li r11,-30000 ; divw r11,r3,r11 ; mulli r11,r11,-30000 ; subf r3,r11,r3 ; blr 	39608ad0 7d635bd6 1d6b8ad0 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	s	div	40000	4	lis ori divw blr	lis r11,0 ; ori r11,r11,0x9c40 ; divw r3,r3,r11 ; blr 	3d600000 616b9c40 7c635bd6 4e800020
/c /GR /O1 /Oi /EHsc	s	mod	40000	6	lis ori divw mullw subf blr	lis r11,0 ; ori r11,r11,0x9c40 ; divw r10,r3,r11 ; mullw r11,r10,r11 ; subf r3,r11,r3 ; blr 	3d600000 616b9c40 7d435bd6 7d6a59d6 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	u	div	40000	4	lis ori divwu blr	lis r11,0 ; ori r11,r11,0x9c40 ; divwu r3,r3,r11 ; blr 	3d600000 616b9c40 7c635b96 4e800020
/c /GR /O1 /Oi /EHsc	u	mod	40000	6	lis ori divwu mullw subf blr	lis r11,0 ; ori r11,r11,0x9c40 ; divwu r10,r3,r11 ; mullw r11,r10,r11 ; subf r3,r11,r3 ; blr 	3d600000 616b9c40 7d435b96 7d6a59d6 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	s	div	-40000	4	lis ori divw blr	lis r11,-1 ; ori r11,r11,0x63c0 ; divw r3,r3,r11 ; blr 	3d60ffff 616b63c0 7c635bd6 4e800020
/c /GR /O1 /Oi /EHsc	s	mod	-40000	6	lis ori divw mullw subf blr	lis r11,-1 ; ori r11,r11,0x63c0 ; divw r10,r3,r11 ; mullw r11,r10,r11 ; subf r3,r11,r3 ; blr 	3d60ffff 616b63c0 7d435bd6 7d6a59d6 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	s	div	65535	4	lis ori divw blr	lis r11,0 ; ori r11,r11,0xffff ; divw r3,r3,r11 ; blr 	3d600000 616bffff 7c635bd6 4e800020
/c /GR /O1 /Oi /EHsc	s	mod	65535	6	lis ori divw mullw subf blr	lis r11,0 ; ori r11,r11,0xffff ; divw r10,r3,r11 ; mullw r11,r10,r11 ; subf r3,r11,r3 ; blr 	3d600000 616bffff 7d435bd6 7d6a59d6 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	u	div	65535	4	lis ori divwu blr	lis r11,0 ; ori r11,r11,0xffff ; divwu r3,r3,r11 ; blr 	3d600000 616bffff 7c635b96 4e800020
/c /GR /O1 /Oi /EHsc	u	mod	65535	6	lis ori divwu mullw subf blr	lis r11,0 ; ori r11,r11,0xffff ; divwu r10,r3,r11 ; mullw r11,r10,r11 ; subf r3,r11,r3 ; blr 	3d600000 616bffff 7d435b96 7d6a59d6 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	s	div	131072	3	srawi addze blr	srawi r11,r3,17 ; addze r3,r11 ; blr 	7c6b8e70 7c6b0194 4e800020
